word,freq,prob,surp
 maintece,1,2.22962E-09,8.651768348
independent town,3233,7.20837E-06,5.142162644
request one,15081,3.3625E-05,4.473338208
Floor of a building house,1,2.22962E-09,8.651768348
There are bar,183,4.08021E-07,6.389317259
very nice,959154,0.002138553,2.669880006
and bar,219175,0.000488678,3.310977333
There are management,335,7.46924E-07,6.126723541
 apartment,8091938,0.01804198,1.743715802
in house,150983,0.000336635,3.472840298
( prefer,2419,5.39346E-06,5.26813248
the apartment,1668537,0.00372021,2.429432507
 house,88238824,0.196739409,0.706108637
 house,88238824,0.196739409,0.706108637
 floor,26833734,0.05982914,1.223087238
 update,1906925,0.004251726,2.371434736
 single,56610567,0.126220285,0.898870844
Need to be share,1,2.22962E-09,8.651768348
people share,52460,0.000116966,3.931940062
The room house,40,8.9185E-08,7.049708357
house available,2705,6.03113E-06,5.219601079
The school shuttle,45,1.00333E-07,6.998555835
. drive,1,2.22962E-09,8.651768348
 single,56610567,0.126220285,0.898870844
 lease,4648598,0.010364626,1.984446357
the apartment,1668537,0.00372021,2.429432507
. all,1,2.22962E-09,8.651768348
 manager,11812385,0.026337178,1.579430755
very nice,959154,0.002138553,2.669880006
specific email,862,1.92194E-06,5.716261082
 apartment,8091938,0.01804198,1.743715802
this studio,16418,3.6606E-05,4.436448097
the studio,16418,3.6606E-05,4.436448097
indoor garage,498,1.11035E-06,5.954539006
 house,88238824,0.196739409,0.706108637
the living,6293580,0.014032318,1.852870591
 conditions,57237712,0.127618583,0.894086083
between bathroom,514,1.14603E-06,5.940805229
very nice,959154,0.002138553,2.669880006
. have,1,2.22962E-09,8.651768348
 female,21097035,0.047038458,1.327546925
( prefer,2419,5.39346E-06,5.26813248
find month,50,1.11481E-07,6.952798344
years lease,1445,3.22181E-06,5.491900501
On the other utility,1,2.22962E-09,8.651768348
and trash,64365,0.00014351,3.843118575
. center,1,2.22962E-09,8.651768348
read summer,80,1.7837E-07,6.748678361
the lease,1172202,0.00261357,2.58276589
 apartment,8091938,0.01804198,1.743715802
. still,1,2.22962E-09,8.651768348
the garage,917114,0.002044819,2.689345025
live house,637,1.42027E-06,5.847628916
Don't need to security,1,2.22962E-09,8.651768348
the apartment,1668537,0.00372021,2.429432507
 important,106469653,0.237387305,0.62454251
zhang king,1,2.22962E-09,8.651768348
Pittsburgh apartment,106,2.3634E-07,6.626462483
 hard,50333840,0.112225543,0.949908284
 nice,11424445,0.025472218,1.593933237
campus shuttle,561,1.25082E-06,5.902805487
 house,88238824,0.196739409,0.706108637
open party,3262,7.27303E-06,5.138284392
reach bus,47,1.04792E-07,6.97967049
a bedrooms,1,2.22962E-09,8.651768348
 bedroom,5546123,0.01236577,1.907778851
a outdoor,425,9.4759E-07,6.023379418
a walk-in,26507,5.91006E-05,4.22840777
the parking,1098825,0.002449967,2.610839817
to study,6293681,0.014032543,1.852863622
the laundry,380291,0.000847906,3.071652301
Go to the tower,91,2.02896E-07,6.692726956
a studio,323532,0.000721355,3.141851106
this apt,3342,7.4514E-06,5.127761903
 utility,6943853,0.015482182,1.81016783
to centre,62931,0.000140312,3.852903715
There are back,416,9.27524E-07,6.032675018
Hand in fee,43,9.58738E-08,7.018299893
welcome email,216,4.81599E-07,6.317314597
A lot of restaurant,206,4.59303E-07,6.337901128
one block,201897,0.000450154,3.346638483
There are dining,317,7.06791E-07,6.150709086
There are free,4545,1.01336E-05,4.994234461
 lease,4648598,0.010364626,1.984446357
big master,1541,3.43585E-06,5.46396571
 floor,26833734,0.05982914,1.223087238
There are permit,68,1.51614E-07,6.819259436
get permit,366,8.16042E-07,6.088287263
can share,282762,0.000630453,3.200347304
time booking,595,1.32663E-06,5.877251383
 area,64951337,0.144817067,0.839180253
The company offer,61,1.36007E-07,6.866438513
very nice,959154,0.002138553,2.669880006
join att,1,2.22962E-09,8.651768348
see flyer,68,1.51614E-07,6.819259436
There are permit,68,1.51614E-07,6.819259436
the profile,547141,0.001219919,2.913669088
 remain,27448130,0.061199012,1.213255586
 use,183144314,0.408342978,0.388974908
can email,4896,1.09162E-05,4.961926939
 toilet,2139203,0.004769619,2.321516349
The conveyor belt luggage,1,2.22962E-09,8.651768348
 baggage,1835330,0.004092096,2.388054185
 downtown,2830014,0.006309867,2.199979764
 ,,,
 ,,,
 ,,,
