sent_type,university,sent_id,aligned_to,original_sentence,eng_translation,zh_translation,cs_word_id,first_cs_word_form,first_cs_word_translation,preceding_word,preceding_word_translation,ngram_eng,ngram_zh,dep_eng,dep_zh ,word_freq_zh,word_freq_eng,cs_word_pos_zh,cs_word_pos_eng,cs_word_length_zh,cs_word_length_eng,sentence_length_zh,ngram_surp_zh,dep_surp_zh,ngram_surp_eng,dep_surp_eng,cs_back_word,,governor_first_cs_word_trans,deprel_first_cs_word_trans,surprisal_values,average_surprisal,bilingual_corpus_frequency_negative_log_first_cs_word,bilingual_corpus_frequency_negative_log_first_cs_word_trans,length_first_cs_word_form,dependency_distance,if_it_is_root,if_previous_word_is_punctuation,surprisal_of_previous_word,surprisal_first_cs_word_trans
code-switch,CMU,256,CMU_240,现在 就 可以 move in !,Now you can move in!,现在 就 可以 入住 ！,4,move,入住,可以,can,can move,可以 入住,root move,root 入住,41.69283258475310,9.21984354,VV,VB,2,4,5,4.436532,4.500393,2.6439528,3.6409786,,,0,root,3.0935 3.2193 1.683416 4.436532 4.551792,3.396908,10.913632859881900,7.885110763504930,4,0,1,0,1.683416,4.436532
code-switch,CMU,259,CMU_6280,上学 放学 so easy ！,Go to school and finish school.,上学 放学 很 方便 ！,3,so,很,放学,School is over,School is over so,放学 很,advmod so easy,advmod 很 方便,33.813727952520400,6.57704816,AD,CC,1,2,5,4.404717,2.1755795,2.8328552,1.8030436,,,4,advmod,6.100998 2.7114 4.404717 2.365317 5.295875,4.1756614,10.625950787430100,6.498816402385040,2,1,0,0,2.7114,4.404717
code-switch,CMU,265,CMU_5683,类型 ： apartment 。,Type: Apartment.,类型 ： 公寓 。,3,apartment,公寓,：,:,: apartment,： 公寓,dep type apartment,appos 类型 公寓,39.049879525011100,10.6919116,NN,NN,2,9,4,6.380635,3.95049,6.7056246,4.541621,,,0,root,4.799695 0.4306639 6.380635 0.9741421,3.146284,7.630218513876140,7.358284798392490,9,0,1,1,4.799695,6.380635
code-switch,CMU,266,CMU_4798,夏天 开始 ， yearly lease 。,Summer begins with specialized leasing.,夏天 开始 ， 一 年 租期 。,4,yearly,一,，,.,. yearly,， 一,advmod yearly leasing,nummod 一 年,31.937972593395800,11.8923893,CD,RB,1,6,7,2.530956,0.8550439,3.6388714,4.187674,,,6,nummod,5.114965 1.75044 0.5166298 2.530956 1.376737 5.815248 1.993126,2.7283002571428600,10.402807236115900,5.464026045787640,6,2,0,1,1.75044,2.530956
code-switch,CMU,267,CMU_3143,小区 环境 非常 幽静 ： 有 多 处 playground 和 公园 ， 很 适合 有 孩子 （ 和 老人 ） 的 家庭 在,"The environment of the community is very quiet: there are many playground and parks, which is very suitable for families with children (and the elderly)",小区 环境 非常 幽静 ： 有 多 处 休闲 场地 和 公园 ， 很 适合 有 孩子 （ 和 老人 ） 的 家庭 在,9,playground,休闲,处,place,place playground,处 休闲,nsubj are playground,ccomp 有 休闲,38.765726582446400,12.7685723,NN,NNP,2,10,24,4.281219,1.6549101,6.0386944,5.07059,和,,10,compound:nn,5.445959 4.471926 2.862683 1.629897 3.314623 3.078321 2.205507 1.224629 4.281219 2.459118 1.885839 4.084705 1.065817 3.902416 1.640911 2.755885 4.02336 2.346434 3.327142 4.389883 2.403482 1.287954 3.587107 1.797702,2.8946882916666700,10.402807236115900,10.625950787430100,10,1,0,0,1.224629,4.281219
code-switch,CMU,269,CMU_3679,房间 明亮 宽敞 ， 干净 整洁 ， 有 walk in closet ， 家具 齐全 ， 可 拎包 入住 。,"The room is bright and spacious, clean and tidy, Walk in Closet, fully furnished, carry bag available.",房间 明亮 宽敞 ， 干净 整洁 ， 有 步入 式 衣柜 ， 家具 齐全 ， 可 拎包 入住 。,9,walk,步入,有,There are,There are walk,有 步入,parataxis bright walk,compound 步入 式,45.974090381236400,9.77404116,VV,VB,2,4,19,5.903054,5.7171035,4.4131722,4.5957217,家具,,8,conj,5.415995 5.789854 3.294792 0.6608993 5.878633 1.328867 0.7476568 2.347508 5.903054 2.669868 6.924273 1.244165 5.340949 6.229526 0.370216 2.51071 10.51329 5.243498 0.9292497,3.860158094736840,9.93280360687018,12.012245148550000,4,1,0,0,2.347508,5.903054
code-switch,CMU,270,CMU_5119,有 一 个 fireplace ， 中央 空调 。,There is a fireplace with central air conditioning.,有 一 个 火炉 ， 中央 空调 。,4,fireplace,火炉,个,a,a fireplace,个 火炉,nsubj is fireplace,obj 有 火炉,44.18430524631200,12.0996563,NN,NNP,2,9,8,5.305063,3.6569927,4.542842,4.925376,中央,,1,dobj,2.715695 1.17829 5.503237 5.305063 0.9015794 3.728998 5.61005 1.728974,3.3339858,11.319097967990100,12.012245148550000,9,3,0,0,5.503237,5.305063
code-switch,CMU,277,CMU_1093,prefer 男生 。,prefer the boy.,更 希望 是 男生 。,1,prefer,更,<s>,<s>,<s> prefer,<s> 更,obj prefer boy,advmod 更 希望,34.054471017080000,10.7546815,AD,VB,1,6,5,3.810331,1.8560958,6.2193484,5.8797455,男生,,2,advmod,3.810331 3.171935 2.756599 4.829039 0.9146386,3.09650852,9.527338498762020,9.239656426310240,6,1,0,,,3.810331
code-switch,CMU,278,CMU_2950,其他 附近 的 房子 可能 有 个别 卧室 或者 house 也 可以 夏天 短 租 的 。,Other nearby houses may have individual bedrooms or houses can be rented for short periods in the summer.,其他 附近 的 房子 可能 有 个别 卧室 或者 整 套 房子 也 可以 夏天 短 租 的 。,10,house,整,或者,or,or house,或者 整,nsubj houses have,det 整 套,37.057300152787200,8.30273283,DT,NNP,1,5,19,4.450145,3.3830647,3.0988674,3.9446323,也,,12,det,3.199917 4.165179 0.2108534 3.18896 4.060991 1.480472 3.725914 5.954594 4.516932 4.450145 4.948865 2.642203 2.387625 1.726627 5.841678 4.182414 5.854287 1.484861 1.42435,3.444571968421050,6.694125154705800,9.067806169383580,5,2,0,0,4.516932,4.450145
code-switch,CMU,279,CMU_5286,饭厅 有 两 张 书桌 ， 房间 有 一 张 king size bed 。,There are two desks in the dining room and a king size bed in the room.,饭厅 有 两 张 书桌 ， 房间 有 一 张 特大 双人床 。,11,king,特大,张,zhang,zhang king,张 特大,compound king bed,amod 特大 人床,39.16527968917320,9.11005242,JJ,NNP,2,4,13,5.326414,3.5608456,3.8952818,4.1162496,,,12,amod,7.042348 3.040282 1.657035 2.551958 4.389704 0.4196835 5.043272 2.39308 1.546351 2.151794 5.326414 7.633002 1.729015,3.4556875769230800,9.373187818934760,11.319097967990100,4,1,0,0,2.151794,5.326414
code-switch,CMU,281,CMU_5945,户型 ： 一 室 一 厅 ， 崭新 的 apartment room 。,"Apartment Type: One bedroom and one living room, brand new Apartment Room.",户型 ： 一 室 一 厅 ， 崭新 的 公寓 房间 。,10,apartment,公寓,的,the,the apartment,的 公寓,compound apartment type,nmod 公寓 房间,39.049879525011100,10.6919116,NN,NN,2,9,12,4.263064,4.405602,6.1008515,4.0798454,,,11,dep,6.482378 2.276336 2.337307 4.343655 1.20412 0.2688453 0.7224511 6.413078 0.1312789 4.263064 2.166684 0.622718,2.6026596083333300,7.630218513876140,7.358284798392490,9,1,0,0,0.1312789,4.263064
code-switch,CMU,287,CMU_1844,整个 house 不 单独 租 一 个 卧室 ， 希望 同学 结伴 租 整 个 house 。,We do not rent a single bedroom in the whole house. We hope students can rent the whole house together.,整个 房子 不 单独 租 一 个 卧室 ， 希望 同学 结伴 租 整个 房子 。,2,house,房子,整个,The whole,The whole house,整个 房子,obj rent house,nsubj 房子 希望,37.40390285781070,8.30273283,NN,NNP,2,5,16,4.488641,4.2590475,7.6812205,4.313882,不,,5,nsubj,3.732348 4.488641 3.176175 3.738605 5.733255 2.043456 5.461759 4.559043 0.7998947 3.257918 4.044787 3.214046 5.393966 4.537464 4.404688 0.981707,3.7229845437500000,6.694125154705800,7.084991463392810,5,3,0,0,3.732348,4.488641
code-switch,CMU,291,CMU_6582,单独 饭厅 ， 后院 可 免费 停车 ， 包 utility ， 全 套 家具 .,"Separate dining room, free parking in backyard, utility package, full set of furniture.",单独 饭厅 ， 后院 可 免费 停车 ， 包 各 种 服务费 ， 全 套 家具 。,10,utility,各,包,package,package utility,包 各,compound utility package,det 各 种,33.56823082765670,10.8449231,DT,NN,1,7,17,4.131502,1.6336279,4.660014,4.0206842,全,,12,det,5.001022 7.067207 0.7823883 5.646496 3.694356 2.624544 1.834032 1.354182 5.118436 4.131502 4.132708 6.946643 0.60206 3.703685 5.244255 5.51093 1.201446,3.7997583705882400,8.041953234997890,7.951802138003600,7,2,0,0,5.118436,4.131502
code-switch,CMU,302,CMU_7611,整个 house 的 是 yearly lease .,The whole house is owned by a specialized lease.,整个 房子 的 是 整 年 租 。,2,house,房子,整个,The whole,The whole house,整个 房子,nsubj:pass house owned,nsubj 房子 租 ,37.40390285781070,8.30273283,NN,NNP,2,5,8,4.488641,4.2590475,3.0137546,2.9977286,的,,7,nsubj,3.732348 4.488641 1.138269 2.343798 4.747748 2.87924 5.432312 1.935978,3.3372917500000000,6.694125154705800,7.084991463392810,5,5,0,0,3.732348,4.488641
code-switch,CMU,303,CMU_7098,补充 ： 如果 几 个 同学 一 起 租 整 个 house ， 麻烦 告知 具体 要求 。,"Supplement: If several students rent the whole house at one time, please kindly inform us the specific requirements.",补充 ： 如果 几 个 同学 一 起 租 整个 房子 ， 麻烦 告知 具体 要求 。,10,house,整个,租,rent,rent house,租 整个,obj rent house,det 整个 房子,35.35190959697470,8.30273283,DT,NNP,2,5,17,4.537464,2.1747847,3.0137546,4.313882,麻烦,,11,det,5.060607 0.5314789 3.052085 3.670299 0.3107174 2.964592 3.156572 4.880144 5.663843 4.537464 4.404688 0.745909 5.85527 5.752865 4.640985 2.364223 0.60206,3.42316484117647,6.694125154705800,8.9212026951917,5,1,0,0,5.663843,4.537464
code-switch,CMU,304,CMU_2611,整 栋 house 的 最早 2017/6/1 开始 入住 。,"The whole house will be occupied as early as June 1, 2017.",整 栋 房子 的 最早 2017/6/1 开始 入住 。,3,house,房子,栋,building,building house,栋 房子,nsubj:pass house occupied,nmod 房子 2017,37.40390285781070,8.30273283,NN,NNP,2,5,9,1.554753,4.729782,3.0137546,2.9977286,的,,8,nsubj,4.587765 1.318525 1.554753 1.307073 4.016434 10.51329 3.028441 4.420193 0.4466268,3.465900088888890,6.694125154705800,7.084991463392810,5,5,0,0,1.318525,1.554753
code-switch,CMU,307,CMU_6918,如有 需要 ， 请 email 联系 （ em@19,"If you need any help, please email us at em@19",如有 需要 ， 请 发 邮件 联系 （ em@19,5,email,发,请,please,please email,请 发,root email,nmod 发 邮件,34.92896808073730,12.6437008,VV,NN,1,5,9,3.301296,4.630366,5.3676314,6.1919107,联系,,1,conj,5.012303 1.301372 0.2348693 3.707979 3.301296 5.702331 3.218899 2.3652 10.51329,3.9286154777777800,7.630218513876140,8.716408282545690,5,4,0,0,3.707979,3.301296
code-switch,CMU,309,CMU_4277,房租 交付 方式 为 check 。,The rent payment method is CHECK.,房租 交付 方式 为 支票 支付 。,5,check,支票,为,for,for check,为 支票,root check,obj 为 支票,39.42402493125980,9.85375621,NN,VB,2,5,7,6.2687,4.6436067,8.116379,4.860621,,,6,nmod:prep,6.258925 5.803157 3.418305 2.030936 6.2687 1.991945 1.314936,3.8695577142857100,10.066334999494700,10.913632859881900,5,1,0,0,2.030936,6.2687
code-switch,CMU,313,CMU_934,手头 没有 floor plan ， 所以 自己 画 了 张 。,"I didn't have a floor plan in hand, so I drew one by myself.",手头 没有 户型 图 ， 所以 自己 画 了 张 。,3,floor,户型,没有,There is no,There is no floor,没有 户型,compound floor plan,compound 户型 图,42.80657013858780,9.49312005,NN,NN,2,5,11,7.021648,7.6101375,3.6474636,3.691562,所以,,4,compound:nn,7.042348 1.992051 7.021648 4.256519 1.231693 2.681524 3.344357 3.65936 0.7500501 4.497123 1.635894,3.464778827272730,8.834191318202070,9.527338498762020,5,1,0,0,1.992051,7.021648
code-switch,CMU,314,CMU_4990,邮寄 的 包裹 不用 担心 丢失 ， 会 有 doorman 代为 签收 保管 ；,"There is no need to worry about losing the parcel mailed, doorman will sign for you and keep it.",邮寄 的 包裹 不用 担心 丢失 ， 会 有 门卫 代为 签收 保管 ；,10,doorman,门卫,有,There are,There are doorman,有 门卫,nsubj doorman sign,compound 门卫 代,42.62928595636420,14.3026742,NN,NNP,2,7,14,5.961693,6.4219713,6.056311,6.1608567,代为,,9,dobj,7.042348 1.274701 5.050365 5.898492 1.429889 3.891725 1.139056 3.038318 1.280701 5.961693 5.835093 7.321521 5.594512 1.821475,4.041420642857140,9.93280360687018,11.319097967990100,7,1,0,0,1.280701,5.961693
code-switch,CMU,319,CMU_6048,house 内部 精心 装修 过 ， 因此 住 得 非常 舒服 。,"The interior of the house has been carefully decorated, so it is very comfortable to live in.",房子 内部 精心 装修 过 ， 因此 住 得 非常 舒服 。,1,house,房子,<s>,<s>,<s> house,<s> 房子,nmod interior house,nmod 房子 内部,37.40390285781070,8.30273283,NN,NNP,2,5,12,5.512905,4.729782,1.4100866,4.0243797,内部,,2,compound:nn,5.512905 3.560143 5.994442 3.39425 2.424114 1.421091 1.710015 5.546806 2.515487 2.158323 4.099597 0.7588244,3.2579997833333300,6.694125154705800,7.084991463392810,5,1,0,,,5.512905
code-switch,CMU,320,CMU_4245,house 在 白人 养老 社区 ， 环境 十分 幽静 ， 治安 很 好 。,House is located in a white community for the aged. The environment is very quiet and the security is very good.,房子 在 白人 养老 社区 ， 环境 十分 幽静 ， 治安 很 好 。,1,house,房子,<s>,<s>,<s> house,<s> 房子,nsubj:pass house located,nsubj 房子 在,37.40390285781070,8.30273283,NN,NNP,2,5,14,5.512905,4.2590475,5.313124,2.9977286,在,,9,nmod:topic,5.512905 2.080929 4.546017 6.512113 2.586424 1.072218 4.630347 2.257867 4.437175 0.5776354 5.085676 4.017106 3.559633 1.655329,3.4665267428571400,6.694125154705800,7.084991463392810,5,8,0,,,5.512905
code-switch,CMU,322,CMU_3569,总之 家 里 非常 宽敞 ， 可以 开 party 。,"In a word, the house is very spacious, can hold a party.",总之 家 里 非常 宽敞 ， 可以 开 派对 。,9,party,派对,开,open,open party,开 派对,obj hold party,obj 开 派对 ,40.895667412354000,8.80624243,NN,NNP,2,5,10,2.986791,5.094101,7.9665823,3.8092492,,,8,dobj,4.637844 4.595804 3.55335 3.409767 4.269787 0.3227735 2.077055 4.513331 2.986791 1.005935,3.1372437500000000,8.183603752060920,12.012245148550000,5,1,0,0,4.513331,2.986791
code-switch,CMU,323,CMU_2995,厨房 卫生间 ： 可能 与 另 一 个 房间 的 人 share ， 另 一 个 房间 是 女生 ， 匹 大学生 ， 人 很 nice ， 很 爱 干净 。,"Kitchen bathroom: may share with the other room, the other room is a girl, a college student, very nice, very clean.",厨房 卫生间 ： 可能 与 另 一 个 房间 的 人 共用 ， 另 一 个 房间 是 女生 ， 匹 大学生 ， 人 很 善良 ， 很 爱 干净 。,12,share,共用,人,people,people share,人 共用,parataxis bathroom share,dislocated 生间 共用,40.0576172186791,9.48778941,JJ,NN,2,5,31,10.16642,6.4936576,3.0787773,6.1300416,另,,19,dep,5.637844 6.386054 3.277536 4.246516 2.010507 2.393203 0.1615968 5.552161 3.134434 0.8048207 2.333497 10.51329 1.197862 3.075587 0.3878136 5.552161 3.134434 2.531628 4.638495 0.6368221 5.423159 4.685647 1.137887 3.798194 3.128953 2.354173 0.3679768 3.695804 2.396199 3.528852 1.14178,3.202093129032260,7.7081800553458500,11.319097967990100,5,7,0,0,2.333497,10.16642
code-switch,CMU,324,CMU_5163,周边 ： 附近 有 bar 和 餐厅 ， 还 有 小 超市 。,"Nearby: Bars, restaurants and a small supermarket are nearby.",周边 ： 附近 有 酒吧 和 餐厅 ， 还 有 小 超市 。,5,bar,酒吧,有,There are,There are bar,有 酒吧,nsubj bars nearby,obj 有 酒吧,39.82281285531460,9.99225215,NN,NN,2,3,13,4.996511,3.6569927,6.7056246,4.7315907,和,,7,conj,4.583487 3.43317 5.386104 1.801929 4.996511 1.464837 0.8920946 0.6962472 2.364695 2.409096 3.064057 4.407683 1.163666,2.820275138461540,10.402807236115900,,3,2,0,0,1.801929,4.996511
code-switch,CMU,325,CMU_4694,房间 格局 ： 一 室 一 厅 一 厨 一 卫 ， 很 适合 一 个 人 或 couple 入住 ， 房间 的 隔音 效果 很 好 。,"Room layout: one room, one living room, one kitchen and one bathroom, very suitable for one person or couple, the sound insulation effect of the room is very good.",房间 格局 ： 一 室 一 厅 一 厨 一 卫 ， 很 适合 一 个 人 或 情侣 入住 ， 房间 的 隔音 效果 很 好 。,19,couple,情侣,或,or,or couple,或 情侣,conj person couple,conj 人 情侣,41.24197479182990,10.0214087,NN,NN,2,6,28,4.659988,2.0615175,7.7979164,3.8471599,入住,,14,dobj,5.415995 4.274584 2.240165 2.271431 4.343655 1.20412 0.2688453 1.698437 6.108907 3.211437 4.871053 0.6574801 3.798263 1.640911 3.078104 5.561597 1.958433 2.638398 4.659988 6.009707 1.059009 5.073544 0.8801408 5.395798 0.9217322 2.878194 3.741866 1.655329,3.12561155,9.614349875751650,10.913632859881900,6,5,0,0,2.638398,4.659988
code-switch,CMU,326,CMU_4754,可以 直接 签 一 年 ， 也 可以 接 现在 的 lease 然后 续签 。,You can sign the lease for one year or you can take the lease and renew it.,可以 直接 签 一 年 ， 也 可以 接 现在 的 租约 然后 续签 。,12,lease,租约,的,the,the lease,的 租约,obj sign lease,obj 接 租约,41.57872850128560,11.2462142,NN,NN,2,5,15,5.15765,4.7735257,3.048534,3.9135578,然后,,9,dobj,3.535944 2.599679 5.318011 2.150431 0.4045706 0.8489779 2.994431 1.419058 4.236413 4.618927 0.7050733 5.15765 4.709028 6.616003 1.191408,3.1003736533333300,7.34880605443795,10.066334999494700,5,3,0,0,0.7050733,5.15765
code-switch,CMU,329,CMU_5018,房租 加上 utility 费用 一共 每 月 $1086 。,The rent plus utility comes to $1086 per month.,房租 加上 各 种 服务 费用 一共 每 月 $1086 。,3,utility,各,加上,add,add utility,加上 各,conj rent utility,det 各 种,33.56823082765670,10.8449231,DT,NN,1,7,11,3.145452,1.6336279,5.0442643,4.7867785,费用,,6,det,6.258925 4.910415 3.145452 4.132708 3.655007 3.328646 5.359248 4.480582 3.653591 10.51329 1.427697,4.624141909090910,8.041953234997890,7.951802138003600,7,3,0,0,4.910415,3.145452
code-switch,CMU,335,CMU_4728,价格 the lower the better 。,The lower the better.,价格 越 低 越 好 。,2,the,越,价格,The price,The price the,价格 越,det the lower,advmod 越 低,35.0269377560985,3.04312077,AD,DT,1,3,6,3.133021,3.565378,3.469161,0.21449684,,,3,advmod,5.177113 3.133021 0.6238034 2.166318 4.826528 1.28392,2.8684505666666700,8.680040638374810,10.402807236115900,3,1,0,0,5.177113,3.133021
code-switch,CMU,336,CMU_1433,可以 在 网上 看 这个 apartment 的 介绍 。,You can find the description of the apartment online.,可以 在 网上 看 这个 公寓 的 介绍 。,6,apartment,公寓,这个,this,this apartment,这个 公寓,nmod description apartment,nmod 公寓 介绍,39.049879525011100,10.6919116,NN,NN,2,9,9,5.075267,4.405602,4.3745894,4.2882047,的,,8,nmod:assmod,3.535944 1.384044 2.565038 2.569356 2.632662 5.075267 1.186549 3.947238 0.8304326,2.6362811777777800,7.630218513876140,7.358284798392490,9,2,0,0,2.632662,5.075267
code-switch,CMU,337,CMU_7523,公寓 的 详细 信息 和 图片 可以 在 union 的 网站 上 看到 。,Details and pictures of the apartment can be seen on Union's website.,公寓 的 详细 信息 和 图片 可以 在 联合 机构 的 网站 上 看到 。,9,union,联合,在,in,in union,在 联合,nmod:poss union website,nmod 联合 机构,35.296920162493500,9.49555648,JJ,NNP,2,5,15,4.221861,3.5719485,8.5649805,4.3905087,的,,10,amod,4.876083 1.74384 4.174439 4.650805 1.777388 2.062392 2.476409 1.284706 4.221861 3.498811 1.231957 2.644333 0.9173544 2.705495 1.113039,2.625260826666670,12.012245148550000,12.012245148550000,5,1,0,0,1.284706,4.221861
code-switch,CMU,339,CMU_6857,若 有 兴趣 请 发 email 到 em@20,"If you are interested, please email us at em@20",若 有 兴趣 请 发 邮件 到 em@20,6,email,邮件,发,hair,hair email,发 邮件,root email,nsubj 邮件 到,38.425347364982700,12.6437008,NN,NN,2,5,8,5.702331,4.8267264,5.3676314,6.1919107,到,,5,dobj,3.118308 1.587288 3.854137 5.214319 3.122191 5.702331 2.668481 10.51329,4.472543125,7.630218513876140,8.9212026951917,5,1,0,0,3.122191,5.702331
code-switch,CMU,341,CMU_100,公寓 也 是 pet friendly 的 。,The apartment is also pet friendly.,公寓 也 是 允许 饲养 宠物 的 。,4,pet,允许,是,is,is pet,是 允许,obl:npmod pet friendly,xcomp 是 允许,36.29610344565320,11.8415944,VV,NNP,2,3,8,3.845299,2.2487795,6.425007,6.573238,的,,0,root,4.876083 2.558667 0.8345106 3.845299 4.352759 2.159789 0.5929573 2.134539,2.6693254875000000,10.625950787430100,10.913632859881900,3,0,1,0,0.8345106,3.845299
code-switch,CMU,345,CMU_2688,三 人 公用 一 个 bathroom 。,Three people share a bathroom.,三 人 公用 一 个 浴室 。,6,bathroom,浴室,个,a,a bathroom,个 浴室,obj share bathroom,obj 公用 浴室,40.402814183789400,11.5854798,NN,NNP,2,8,7,4.683982,6.135291,8.067512,3.5418568,,,0,root,2.927257 1.596644 6.605806 2.727538 5.279712 4.683982 1.150554,3.5673561428571400,8.61104776688786,9.709660055555970,8,0,1,0,5.279712,4.683982
code-switch,CMU,366,CMU_547,走进 房子 就 觉得 房子 是 一 个 happy house ！,"Walking into the house, I think the house is a happy house!",走进 房子 就 觉得 房子 是 一 个 气氛 愉悦 的 地方 ！,9,happy,气氛,个,a,a happy,个 气氛,amod happy house,nmod 气氛 地方,37.5262079478378,9.62239014,NN,JJ,2,5,13,6.088486,5.7019057,3.8546646,3.8891895,,,10,nsubj,5.886802 2.977722 2.278888 3.358775 5.32089 1.865884 1.186989 6.566783 6.088486 6.487556 0.4749871 2.799832 3.379917,3.7441162384615400,10.402807236115900,11.319097967990100,5,1,0,0,6.566783,6.088486
code-switch,CMU,372,CMU_3314,还有 个别 house 和 个别 单独 的 房间 招租 。,There are individual houses and individual rooms for rent.,还有 个别 房子 和 个别 单独 的 房间 招租 。,3,house,房子,个别,individual,individual house,个别 房子,nsubj are houses,nsubj 房子 招租,37.40390285781070,8.30273283,NN,NNP,2,5,10,5.174943,4.2590475,3.196344,5.07059,和,,8,conj,3.674056 3.945385 5.174943 1.724007 4.508081 4.751499 0.7125383 2.891268 7.345696 0.8239087,3.5551382000000000,6.694125154705800,7.084991463392810,5,5,0,0,3.945385,5.174943
code-switch,CMU,373,CMU_4317,房间 位 于 house 三 层 楼 的 第三 层 。,The room is on the third floor of a three-story house.,房间 位于 房子 三 层 楼 的 第三 层 。,2,house,位于,房间,The room,The room house,房间 位于,nmod floor house,mark 位 于,37.72210858043050,8.30273283,VV,NNP,2,5,10,3.03625,5.196953,6.7056246,3.6325114,三,,0,root,5.415995 3.03625 5.872913 3.959598 1.949523 3.089462 1.605426 10.51329 3.734745 1.171998,4.03492,6.694125154705800,9.179031804493800,5,0,1,0,5.415995,3.03625
code-switch,CMU,375,CMU_5798,整个 house 家具 齐全 ， 出租 卧室 家具 齐全 ， 可以 打包 低价 转让 ， 方便 拎包 入住 。,"The whole house is fully furnished, and the rental bedroom is fully furnished. It can be packed and transferred at a low price, which is convenient for move-in.",整个 房子 家具 齐全 ， 出租 卧室 家具 齐全 ， 可以 打包 低价 转让 ， 方便 拎包 入住 。,2,house,房子,整个,The whole,The whole house,整个 房子,nsubj:pass house furnished,nmod 房子 家具,37.40390285781070,8.30273283,NN,NNP,2,5,19,4.488641,4.729782,3.0137546,2.9977286,家具,,4,nmod:topic,3.732348 4.488641 5.760885 6.166569 0.370216 5.525131 6.347696 5.781268 6.166569 0.370216 2.75564 4.946935 2.996804 2.149022 1.28792 3.941525 10.51329 5.243498 0.9292497,4.182811721052630,6.694125154705800,7.084991463392810,5,2,0,0,3.732348,4.488641
code-switch,CMU,377,CMU_1589,update on 7-27/2016-- 还有 两 个 卧室 招租 ， 欢迎 联系 。,"Update on 7-27/2016-- Two bedrooms are available for rent, please contact.",7-27/2016 的 更新 - 还有 两 个 卧室 招租 ， 欢迎 联系 。,2,update,的,<s>,<s>,<s> update,<s> 的,root update,case:dec 2016 的,29.817858006796200,12.1372879,DEG,NN,1,6,13,1.397776,5.382288,6.2249837,4.9934893,7-27/2016,,1,case,10.51329 1.397776 4.068022 3.760496 5.075048 1.726108 0.4241609 4.601481 7.300645 0.4771213 4.960226 5.068726 0.6328061,3.846608176923080,9.373187818934760,4.90154902557119,6,1,0,0,10.51329,1.397776
code-switch,CMU,380,CMU_2542,可以 租 整 个 house ， 也 可以 租 单独 一 个 两 个 卧室 。,"You can rent the whole house, or you can rent a separate one with two bedrooms.",可以 租 整个 房子 ， 也 可以 租 单独 一 个 两 个 卧室 。,3,house,整个,租,rent,rent house,租 整个,obj rent house,det 整个 房子,35.35190959697470,8.30273283,DT,NNP,2,5,15,4.719745,2.1747847,7.4145393,4.313882,也,,4,det,3.535944 4.637306 4.719745 4.404688 0.745909 1.722035 1.419058 3.618064 5.306193 1.896322 5.50316 3.985012 0.8847487 4.601481 1.107018,3.205778913333330,6.694125154705800,8.9212026951917,5,1,0,0,4.637306,4.719745
code-switch,CMU,381,CMU_4830,如果 没有 简单 介绍 ， 我 会 认为 很 可能 是 scam 。,"Without a brief introduction, I would have thought it was probably SCAM.",如果 没有 简单 介绍 ， 我 会 认为 很 可能 是 诈骗 。,12,scam,诈骗,是,is,is scam,是 诈骗,ccomp thought scam,xcomp 认为 诈骗,39.26405027477430,14.5883848,NN,NN,2,4,13,5.081351,3.1477654,7.781237,2.6361372,,,8,ccomp,2.949325 1.803912 3.989205 2.717161 0.9863015 3.205403 3.421826 3.014102 2.579287 0.6572152 0.4842433 5.081351 1.414925,2.4849428461538500,12.012245148550000,10.913632859881900,4,4,0,0,0.4842433,5.081351
code-switch,CMU,382,CMU_4602,ps : 中国 房东 ， 特别 nice .,"PS: Chinese landlord, very nice.",备注 ： 中国 房东 ， 特别 好 。,1,ps,备注,<s>,<s>,<s> ps,<s> 备注,root ps,root 备注,40.6222322477603,13.8346326,NN,NNP,2,2,8,4.088296,5.0108223,8.248479,8.29319,中国,,7,dep,4.088296 0.09555072 3.290959 6.937638 1.014779 3.162914 3.547571 0.6208094,2.84481464,10.625950787430100,10.625950787430100,2,6,0,,,4.088296
code-switch,CMU,385,CMU_3175,房东 只 给 了 一 张 house 外 观照 ， 比较 irrelevant 我 就 不 po 了 。,The landlord just gives me a view of the outside of the house. I will not give this kind of comparison.,房东 只 给 了 一 张 房子 外 观照 ， 比较 无关紧要 我 就 不 上传 了 。,7,house,房子,张,zhang,zhang house,张 房子,nmod outside house,obj 给 房子,37.40390285781070,8.30273283,NN,NNP,2,5,18,5.326414,4.838118,8.993547,4.4732065,外,,9,compound:nn,6.258925 3.757372 2.573531 0.5249419 2.108275 1.679325 5.326414 2.606247 7.482525 0.8044802 4.031187 6.928494 4.712902 1.957785 1.419859 5.3234 0.8837848 1.749151,3.3404777166666700,6.694125154705800,7.084991463392810,5,2,0,0,1.679325,5.326414
code-switch,CMU,386,CMU_2003,目前 只有 两 个 房间 available .,"Currently, only two rooms are available.",目前 只有 两 个 房间 可 租 。,6,available,可,房间,The room,The room available,房间 可,root available,aux 可 租 ,34.18355738652350,8.86028122,VV,JJ,1,9,8,3.590099,1.153662,7.7912426,3.1592522,,,7,aux:modal,2.62365 2.212561 1.509914 0.4520073 3.375618 3.590099 5.956112 1.742426,2.6827984125000000,8.323365694436080,7.2500712137522600,9,1,0,0,3.375618,3.590099
