,university,sent_id,original_sentence,zh_translation,eng_translation,cs_word_id,first_cs_word_form,cs_word_annotated,cs_word_annotated_zh,first_cs_word_translation,governer_first_cs_word,preceding_word,governer_translation,preceding_translation,cs_word_frequency,cs_word_frequency_zh,cs_word_length,cs_word_length_zh,cs_word_dep_dist,cs_word_pos_zh,sentence_length,sentence_length_zh,ngram_prob,ngram_prob_zh,dep_prob,dep_prob_zh,ngram_surp,ngram_surp_zh,dep_surp,dep_surp_zh,,,,preceding_translation,first_cs_word_form,,,preceding_word,first_cs_word_translation,preceding_wordfirst_cs_word_translation
373,CMU,1136,有时 dining room 碰到 了 ， 用 英文 聊 东 聊 西 的 ， 很 锻炼 口语 。,有时 厨房 碰到 了 ， 用 英文 聊 东 聊 西 的 ， 很 锻炼 口语 。,"Sometimes we meet in the kitchen and chat in English, which is very good for oral English.",2,dining,case,nsubj,厨房,room,有时,房间,sometimes,7.34880605443795,10.066334999494700,5,2,1,NN,18,17,-3.0793955,-5.50172,-6.443403,-5.951422,3.0793955,5.50172,6.443403,5.951422,,,,sometimes,dining,sometimes dining,,有时,厨房,有时厨房
374,CMU,1139,当然 你 想 签 lease 也 可以 ， 具体 可以 和 房东 商定 。,当然 你 想 签 租约 也 可以 ， 具体 可以 和 房东 商定 。,"Of course you want to sign a lease can also, specific can be negotiated with the landlord.",5,lease,det,obj,租约,签,签,sign,sign,7.34880605443795,10.066334999494700,5,2,4,NN,14,14,-4.1789713,-5.3656597,-6.253027,-3.0084693,4.1789713,5.3656597,6.253027,3.0084693,,,,sign,lease,sign lease,,签,租约,签租约
375,CMU,1146,lease 到 七月 底 结束 。,租约 到 七月 底 结束 。,The lease runs until the end of July.,1,lease,nsubj,nsubj,租约,结束,</s>,The end of the,</s>,6.694125154705800,7.084991463392810,5,2,3,NN,6,6,-5.4342823,-5.630717,-3.8950832,-5.5611053,5.4342823,5.630717,3.8950832,5.5611053,,,,</s>,lease,</s> lease,,</s>,租约,</s>租约
376,CMU,1153,两 层 的 house ， 现在 出租 三 间 卧室 其中 一 件 卧室 ， 价钱 400$ 每 月 ， 不 含 utilities .,两 层 的 房子 ， 现在 出租 三 间 卧室 其中 一 件 卧室 ， 价钱 400$ 每 月 ， 不含 使用费 。,"The two-story house now rents one of three bedrooms for $400 per month, excluding usage.",4,house,nsubj,nsubj,房子,出租,的,rent,the,8.644949318563540,7.630218513876140,6,2,3,NN,24,23,-1.4044223,-2.0009315,-4.165907,-3.0264444,1.4044223,2.0009315,4.165907,3.0264444,,,,the,house,the house,,的,房子,的房子
377,CMU,1155,living room 比 房间 大 ， 而且 有 一 个 很 大 的 窗户 ， 对面 就是 教堂 ， 风景 和 采光 都 是 一流 。,客厅 比 房间 大 ， 而且 有 一 个 很 大 的 窗户 ， 对面 就是 教堂 ， 风景 和 采光 都 是 一流 。,"The living room is larger than the room and has a large window, opposite the church, so the view and light are superb.",1,living,compound,nsubj,客厅,房间,</s>,The room,</s>,8.876750932620870,7.358284798392490,3,2,9,NN,26,25,-3.8979204,-5.630717,-3.0263615,-5.951422,3.8979204,5.630717,3.0263615,5.951422,,,,</s>,living,</s> living,,</s>,客厅,</s>客厅
378,CMU,1161,房子 介绍 ： 一 楼 两 室 一 厅 的 apt .,房子 介绍 ： 一 楼 两 室 一 厅 的 公寓 。,It's an apartment with two bedrooms and one living room on the first floor.,11,apt,root,obj,公寓,介绍,的,introduce,the,10.402807236115900,10.402807236115900,3,2,2,NN,12,12,-1.4044223,-2.0009315,-5.4523745,-2.93893,1.4044223,2.0009315,5.4523745,2.93893,,,,the,apt,the apt,,的,公寓,的公寓
379,CMU,1162,如果 半 年 一 付 房租 可 享受 5% off 的 优惠 。,如果 半 年 一 付 房租 可 享受 折扣 的 优惠 。,You can get a discount if you pay the rent every six months.,9,off,advmod,acl:relcl,折扣,的,享受,the,enjoy,6.694125154705800,7.084991463392810,5,2,0,NN,13,12,-3.5109944,-5.2088337,-4.4874187,-3.2697186,3.5109944,5.2088337,4.4874187,3.2697186,,,,enjoy,off,enjoy off,,享受,折扣,享受折扣
380,CMU,1164,传统 美国 家庭 house 。,传统 美国 家庭 房子 。,A traditional American family house.,4,house,root,root,房子,房子,家庭,house,family,6.694125154705800,7.084991463392810,5,2,2,NN,5,5,-4.549224,-5.3656597,-3.7591515,-4.938692,4.549224,5.3656597,3.7591515,4.938692,,,,family,house,family house,,家庭,房子,家庭房子
381,CMU,1165,我 是 通过 美国 朋友 找到 这个 house 的 ， 性价比 很 好 ， 人 也 不多 ， 如果 你 喜欢 这样 传统 干净 的 美国 house ， 可以 联系 我 。,我 是 通过 美国 朋友 找到 这个 房子 的 ， 性价比 很 好 ， 人 也 不多 ， 如果 你 喜欢 这样 传统 干净 的 美国 房子 ， 可以 联系 我 。,"I found this house through an American friend. The price is very good and there are not many people. If you like such a traditional and clean American house, you can contact me.",8,house,obj,obj,房子,找到,这个,find,this,7.630218513876140,8.9212026951917,5,2,2,NN,32,32,-1.728569,-4.173788,-2.090656,-3.8311622,1.728569,4.173788,2.090656,3.8311622,,,,this,house,this house,,这个,房子,这个房子
382,CMU,1167,联系 方式 ： email : wll .,联系 方式 ： 邮件 ： wll 。,Contact Information: Email: WLL.,4,email,obj,nsubj,邮件,wll,：,你能,:,6.694125154705800,7.084991463392810,5,2,1,NN,7,7,-2.291965,-1.7983218,-7.0128345,-6.1990705,2.291965,1.7983218,7.0128345,6.1990705,,,,:,email,: email,,：,邮件,：邮件
383,CMU,1172,house 一 楼 ， 独立 的 一 室 一 厅 一 厨 一 卫 格局 。,房子 一 楼 ， 独立 的 一 室 一 厅 一 厨 一 卫 格局 。,"House one floor, independent one room one hall one kitchen one bathroom pattern.",1,house,root,nmod,房子,一,</s>,one,</s>,10.402807236115900,10.220485679322000,6,2,1,NN,16,16,-4.800256,-4.787219,-2.4648993,-2.90321,4.800256,4.787219,2.4648993,2.90321,,,,</s>,house,</s> house,,</s>,房子,</s>房子
384,CMU,1174,a 有 window ac 。,一 个 有 窗户 空调 。,One has a window air conditioner.,4,window,compound,nmod,窗户,。,window,.,窗口,6.694125154705800,7.084991463392810,5,2,1,NN,5,6,-6.945077,-5.630717,-4.1384425,-3.775039,6.945077,5.630717,4.1384425,3.775039,,,,窗口,window,窗口 window,,window,窗户,window窗户
385,CMU,1176,house 里面 地下室 washer dryer 免费 使用 。,房子 里面 地下室 洗碗机 烘干机 免费 使用 。,The basement dishwasher and dryer are free of charge.,1,house,nsubj,nmod,房子,里面,</s>,inside,</s>,6.694125154705800,7.084991463392810,5,2,1,NN,8,8,-4.800256,-4.787219,-4.5632257,-3.0876331,4.800256,4.787219,4.5632257,3.0876331,,,,</s>,house,</s> house,,</s>,房子,</s>房子
386,CMU,1177,house 里面 有 四 个 独立 卧室 。,房子 里面 有 四 个 独立 卧室 。,There are four separate bedrooms in the house.,1,house,nmod,nmod,房子,里面,</s>,inside,</s>,6.694125154705800,7.084991463392810,5,2,5,NN,8,8,-4.800256,-4.787219,-4.141815,-3.0876331,4.800256,4.787219,4.141815,3.0876331,,,,</s>,house,</s> house,,</s>,房子,</s>房子
387,CMU,1180,house 的 一 个 bedroom 出租 ， 带 独立 的 full bathroom 。,房子 的 一 个 卧室 出租 ， 带 独立 的 卫浴 。,"One bedroom, with its own bathroom, is for rent.",1,house,nsubj,nmod,房子,出租,</s>,rent,</s>,8.004911963317550,10.066334999494700,5,1,1,AD,13,12,-4.800256,-4.787219,-4.165907,-5.1194572,4.800256,4.787219,4.165907,5.1194572,,,,</s>,house,</s> house,,</s>,房子,</s>房子
388,CMU,1181,有 queen size 的 床 和 书桌 。,有 较 大号 床垫 的 床 和 书桌 。,A bed and desk with a queen-size mattress.,2,queen,compound,advmod,较,size,有,大小,There are,7.630218513876140,8.9212026951917,5,2,3,NN,8,9,-1.851445,-2.1462324,-4.702864,-6.1578684,1.851445,2.1462324,4.702864,6.1578684,,,,There are,queen,There are queen,,有,较,有较
389,CMU,1186,留下 电话 、 email ， 以及 你 能 看 房 的 时间 。,留下 电话 、 邮件 ， 以及 你 能 看 房 的 时间 。,"Leave a phone number, an email, and a time when you can see the room.",4,email,det,obj,邮件,留下,、,leave,",",6.694125154705800,7.084991463392810,5,2,2,NN,13,13,-2.918483,-2.6656568,-6.121278,-3.344674,2.918483,2.6656568,6.121278,3.344674,,,,",",email,", email",,、,邮件,、邮件
390,CMU,1187,位置 ： house 的 位置 如下 地图 ， 红色 为 house 的 位置 。,位置 ： 房子 的 位置 如下 地图 ， 红色 为 房子 的 位置 。,Location: The location of the house is shown in the map below. Red is the location of the house.,3,house,nmod,nmod,房子,位置,：,location,:,6.694125154705800,7.084991463392810,5,2,2,NN,14,14,-2.291965,-1.7983218,-3.2560484,-2.3628836,2.291965,1.7983218,3.2560484,2.3628836,,,,:,house,: house,,：,房子,：房子
391,CMU,1191,整 栋 house 共 有 四 个 卧室 。,整 栋 房子 共 有 四 个 卧室 。,The house has four bedrooms.,3,house,nsubj,nsubj,房子,有,栋,There are,building,11.319097967990100,,3,2,5,NN,9,9,-4.364024,-5.630717,-4.2371154,-1.658982,4.364024,5.630717,4.2371154,1.658982,,,,building,house,building house,,栋,房子,栋房子
392,CMU,1193,请 注意 是 wilkins house 那个 set .,请 注意 是 维尔沁 房子 那个 套间 。,"Attention, please, to the apartment at Wilchin House.",7,set,NA,root,套间,注意,那个,Pay attention to,the,7.630218513876140,8.9212026951917,5,2,2,NN,8,8,-1.4044223,-4.9487543,-3.3643825,-5.3846455,1.4044223,4.9487543,3.3643825,5.3846455,,,,the,set,the set,,那个,套间,那个套间
393,CMU,1196,联系 方式 如下 ： email : wll .,联系 方式 如下 ： 邮件 ： wll 。,The contact information is as follows: E-mail: WLL.,5,email,obj,nmod,邮件,wll,：,你能,:,8.323365694436080,10.913632859881900,9,2,5,VV,8,8,-2.291965,-1.7983218,-7.0128345,-6.1155834,2.291965,1.7983218,7.0128345,6.1155834,,,,:,email,: email,,：,邮件,：邮件
394,CMU,1197,顶 一下 ， 房子 还 available 哈 ！,顶 一下 ， 房子 还 空余 的 哈 ！,"Top once, the house is still empty of ha!",6,available,advcl,NA,空余,顶,还,The top,also,9.815020571213800,8.876750932620870,8,3,1,NN,8,9,-2.0408018,-2.6435702,-4.855769,-4.0260386,2.0408018,2.6435702,4.855769,4.0260386,,,,also,available,also available,,还,空余,还空余
395,CMU,1202,basement 有 free landry and dryer .,地下室 有 免费 洗衣 烘干 。,There is free laundry and drying in the basement.,1,basement,nmod,compound,地下室,有,</s>,There are,</s>,10.913632859881900,10.220485679322000,5,1,5,NN,7,6,-4.692663,-5.630717,-3.8198168,-4.5462027,4.692663,5.630717,3.8198168,4.5462027,,,,</s>,basement,</s> basement,,</s>,地下室,</s>地下室
396,CMU,1204,房租 是 410/month 包 水 和 暖气 （ 冬天 省 了 一 大 笔 money ） 只 需要 share 电 和 网路 。,房租 是 410/month 包 水 和 暖气 （ 冬天 省 了 一 大 笔 钱 ） 只 需要 共享 电 和 网路 。,The rent is 410/month with water and heat (a big savings in the winter) and only shared electricity and Internet.,15,money,nmod,nsubj,钱,省,笔,province,pen,10.913632859881900,8.205582658779700,6,2,6,NN,23,23,-4.145664,-5.630717,-5.9345765,-5.3710313,4.145664,5.630717,5.9345765,5.3710313,,,,pen,money,pen money,,笔,钱,笔钱
397,CMU,1206,safety : 基本 邻居 全 是 学生 。,安全 ： 基本 邻居 全 是 学生 。,Safety: The basic neighborhood is all students.,1,safety,root,nmod,安全,学生,</s>,students,</s>,9.527338498762020,9.93280360687018,6,2,4,VV,8,8,-4.681628,-5.630717,-2.982228,-2.6317625,4.681628,5.630717,2.982228,2.6317625,,,,</s>,safety,</s> safety,,</s>,安全,</s>安全
398,CMU,1215,prefer 江浙 一带 的 人 有 兴趣 请 联系 em@70,想要 江浙 一带 的 人 有 兴趣 请 联系 em@70,"If you are interested in Jiangsu and Zhejiang, please contact em@70",1,prefer,advcl,acl:relcl,想要,人,</s>,people,</s>,10.625950787430100,9.709660055555970,4,1,0,VV,10,10,-5.188303,-2.9699335,-3.2467809,-1.7895416,5.188303,2.9699335,3.2467809,1.7895416,,,,</s>,prefer,</s> prefer,,</s>,想要,</s>想要
399,CMU,1223,有 兴趣 的 请 call pn-19,有 兴趣 的 请 打 pn-19,"If you are interested, please call PN-19",5,call,root,root,打,打,请,play,please,10.402807236115900,11.319097967990100,4,2,0,VV,6,6,-2.2007825,-2.9538004,-3.349006,-4.7451134,2.2007825,2.9538004,3.349006,4.7451134,,,,please,call,please call,,请,打,请打
400,CMU,1224,男生 only ！,男生 仅限 ！,Boys only!,2,only,advmod,root,仅限,仅限,男生,only,The boy,9.709660055555970,7.885110763504930,5,1,2,NN,3,3,-1.4044223,-4.8605194,-1.8598375,-5.9348183,1.4044223,4.8605194,1.8598375,5.9348183,,,,The boy,only,The boy only,,男生,仅限,男生仅限
401,CMU,1226,租金 $200 / month ， utility 全 包 。,租金 $200 / 月 ， 使用费 全 包 。,"The rent is $200 / month, all inclusive.",4,month,obl:npmod,nmod:tmod,月,utility,/,实用程序,/,10.913632859881900,9.815020571213800,5,2,3,NN,9,9,-4.654271,-2.7274618,-5.78487,-5.768536,4.654271,2.7274618,5.78487,5.768536,,,,/,month,/ month,,/,月,/月
402,CMU,1227,另外 还 有 table light 、 小 架子 等 物品 ， 如果 你 购买 其他 家具 ， 可 直接 送给 你 。,另外 还 有 台灯 、 小 架子 等 物品 ， 如果 你 购买 其他 家具 ， 可 直接 送给 你 。,"In addition, there are lamps, small shelves and other items, if you buy other furniture, can be directly sent to you.",4,table,compound,nmod,台灯,小,有,small,There are,11.319097967990100,12.012245148550000,4,2,1,NN,22,21,-1.851445,-2.1462324,-4.696184,-4.826582,1.851445,2.1462324,4.696184,4.826582,,,,There are,table,There are table,,有,台灯,有台灯
403,CMU,1229,完全 不用 操心 bill 。,完全 不用 操心 账单 。,You don't have to worry about the bills.,4,bill,obl,obj,账单,操心,操心,To worry about,To worry about,7.34880605443795,10.066334999494700,5,2,1,NN,5,5,-2.4984846,-5.50172,-4.2957273,-3.6857176,2.4984846,5.50172,4.2957273,3.6857176,,,,To worry about,bill,To worry about bill,,操心,账单,操心账单
404,CMU,1230,【 房租 】 ： 我 的 lease 是 $749 .,【 房租 】 ： 我 的 租约 是 $749 。,[Rent] : My lease is $749.,7,lease,nsubj,nsubj,租约,是,的,is,the,7.7081800553458500,9.44729579108848,5,1,1,AD,10,10,-1.4044223,-2.0009315,-2.2404108,-1.874078,1.4044223,2.0009315,2.2404108,1.874078,,,,the,lease,the lease,,的,租约,的租约
405,CMU,1232,一 室 一 厅 一 卫 房子 ， share 卫生间 。,一 室 一 厅 一 卫 房子 ， 共 享 卫生间 。,"One room one hall one bathroom house, share the toilet.",9,share,parataxis,advmod,共,卫生间,，,toilet,.,8.004911963317550,10.066334999494700,5,1,1,AD,11,12,-2.6782155,-1.6189569,-4.322582,-6.1578684,2.6782155,1.6189569,4.322582,6.1578684,,,,.,share,. share,,，,共,，共
406,CMU,1239,本人 房间 干净 舒适 ， 朝阳 ， 有 一 张 queen size 的 大 床 ， 和 一 个 衣柜 。,本人 房间 干净 舒适 ， 朝阳 ， 有 一 张 较 大号 床垫 的 大 床 ， 和 一 个 衣柜 。,"My room is clean and comfortable, sunny, has a king-size bed with a queen-size mattress, and a wardrobe.",11,queen,compound,advmod,较,size,张,大小,zhang,12.012245148550000,10.913632859881900,13,2,2,NN,21,22,-6.618417,-5.630717,-4.702864,-6.1578684,6.618417,5.630717,4.702864,6.1578684,,,,zhang,queen,zhang queen,,张,较,张较
407,CMU,1256,且 neighbourhood 非常 安静 ， 安全 ， 夜晚 也 可 放心 行走 ， 附近 多 为 独立 house 。,且 邻里 非常 安静 ， 安全 ， 夜晚 也 可 放心 行走 ， 附近 多 为 独立 房子 。,"And the neighborhood is very quiet, safe, the night can also be at ease to walk, the neighborhood is mostly independent houses.",2,neighbourhood,nsubj,nsubj,邻里,安静,且,quiet,and,7.792737443373910,6.786498474836820,4,1,1,JJ,19,19,-1.8430461,-5.3656597,-5.2235193,-3.8678622,1.8430461,5.3656597,5.2235193,3.8678622,,,,and,neighbourhood,and neighbourhood,,且,邻里,且邻里
408,CMU,1259,还有 非常 nice 门房 帮 收 包裹 ， 帮 开门 。,还有 非常 好 门房 帮 收 包裹 ， 帮 开门 。,There are also very good concierges who collect parcels and open doors.,3,nice,amod,amod,好,门房,非常,The porter,very,12.012245148550000,12.012245148550000,7,2,5,NN,11,11,-3.010745,-4.62111,-4.1318703,-5.9818206,3.010745,4.62111,4.1318703,5.9818206,,,,very,nice,very nice,,非常,好,非常好
409,CMU,1263,大部分 pattern 很 明显 ， 一 看 就是 骗子 。,大部分 模式 很 明显 ， 一 看 就是 骗子 。,Most patterns are obvious frauds.,2,pattern,nsubj,nsubj,模式,看,大部分,see,Most of the,8.644949318563540,7.630218513876140,6,2,1,NN,10,10,-6.945077,-5.50172,-4.2785616,-1.137661,6.945077,5.50172,4.2785616,1.137661,,,,Most of the,pattern,Most of the pattern,,大部分,模式,大部分模式
410,CMU,1270,只 租 living room $330 。,只 租 客厅 330 。,Living room 330 only.,3,living,compound,obj,客厅,租,租,rent,rent,9.709660055555970,5.464026045787640,5,1,1,CD,6,5,-4.26563,-2.343508,-3.9111161,-3.3916497,4.26563,2.343508,3.9111161,3.3916497,,,,rent,living,rent living,,租,客厅,租客厅
411,CMU,1272,或 whole apt $750 .,或 一 整 间 t $750 。,Or a whole room T $750.,2,whole,amod,nummod,一,apt,或,公寓,or,8.644949318563540,7.630218513876140,6,2,1,NN,5,7,-2.4457333,-4.4676676,-4.7152476,-5.9898586,2.4457333,4.4676676,4.7152476,5.9898586,,,,or,whole,or whole,,或,一,或一
412,CMU,1281,如果 你 对 生活 质量 要求 没 那么 高 ， 可以 一 个 住 living rm ， 一 个 住 br 。,如果 你 对 生活 质量 要求 没 那么 高 ， 可以 一 个 住 客厅 ， 一 个 住 房间 。,"If your quality of life is not that high, you can have one living room and one room.",15,living,compound,obj,客厅,住,住,live,live,9.815020571213800,8.876750932620870,8,3,1,NN,22,21,-4.0958734,-4.8605194,-3.9989228,-3.6788476,4.0958734,4.8605194,3.9989228,3.6788476,,,,live,living,live living,,住,客厅,住客厅
413,CMU,1282,设施 ： 公寓 basement 有 gym ， laundry ， party rm 。,设施 ： 公寓 地下室 有 体育馆 ， 洗衣 ， 聚会 。,"Amenities: A gym in the basement, laundry, parties.",4,basement,det,nsubj,地下室,有,公寓,There are,apartment,7.630218513876140,7.358284798392490,9,2,0,NN,12,11,-4.7338367,-5.50172,-5.7049494,-1.658982,4.7338367,5.50172,5.7049494,1.658982,,,,apartment,basement,apartment basement,,公寓,地下室,公寓地下室
414,CMU,1292,一 室 一 厅 的 apartment 。,一 室 一 厅 的 公寓 。,An apartment with one bedroom and one living room.,6,apartment,root,root,公寓,公寓,的,apartment,the,8.10022214312187,7.1602148846304,7,2,2,NN,7,7,-1.4044223,-2.0009315,-4.4750533,-5.777278,1.4044223,2.0009315,4.4750533,5.777278,,,,the,apartment,the apartment,,的,公寓,的公寓
415,CMU,1296,我 暑假 要 出外 实习 ， 所以 bedroom 空 出来 了 。,我 暑假 要 出外 实习 ， 所以 卧室 空 出来 了 。,"I'm going away for an internship this summer, so my bedroom is free.",8,bedroom,nsubj,nsubj,卧室,出来,所以,Come out,so,7.630218513876140,7.358284798392490,9,2,1,NN,12,12,-1.9606384,-5.2088337,-4.3727846,-3.7958946,1.9606384,5.2088337,4.3727846,3.7958946,,,,so,bedroom,so bedroom,,所以,卧室,所以卧室
416,CMU,1298,位置 ： apartment 位于 squirrel hill 地区 。,位置 ： 公寓 位于 松鼠山 地区 。,Location: The apartment is in the Squirrel Hill area.,3,apartment,nsubj,nsubj,公寓,位于,：,Located in the,:,12.012245148550000,10.625950787430100,4,2,2,VV,8,7,-2.291965,-1.7983218,-5.321762,-6.1990705,2.291965,1.7983218,5.321762,6.1990705,,,,:,apartment,: apartment,,：,公寓,：公寓
417,CMU,1300,房子 被 包租 婆 keep 得很 干净 整齐 ， 所有 人 都 比较 安静 ， 偶尔 会 一起 看 电影 ， 玩 board game ， 情趣 雅致 ， 气氛 和谐 。,房子 被 包租 婆 保持 得很 干净 整齐 ， 所有 人 都 比较 安静 ， 偶尔 会 一起 看 电影 ， 玩 电动 ， 情趣 雅致 ， 气氛 和谐 。,"The house was kept clean and tidy by the charterer, and everyone was quiet. Occasionally, we would watch movies and play video games together. The atmosphere was elegant and harmonious.",5,keep,root,root,保持,包租,婆,charter,shiva,9.709660055555970,7.885110763504930,5,1,2,M,31,30,-6.815943,-5.630717,-2.8023834,-5.9348183,6.815943,5.630717,2.8023834,5.9348183,,,,shiva,keep,shiva keep,,婆,保持,婆保持
418,CMU,1302,客厅 $200 / month 。,客厅 $200 / 月 。,Living room $200 / month.,4,month,nmod:tmod,root,月,$200,/,$200,/,7.630218513876140,7.358284798392490,9,2,1,NN,5,5,-4.654271,-2.7274618,-5.9345765,-5.9348183,4.654271,2.7274618,5.9345765,5.9348183,,,,/,month,/ month,,/,月,/月
419,CMU,1306,大家 好 ， 我 的 apartment 在 highland park 。,大家 好 ， 我 的 公寓 在 高地 公园 。,"Hi, my apartment is in Highland Park.",6,apartment,nsubj,nsubj,公寓,在,的,in,the,8.004911963317550,10.066334999494700,5,1,1,AD,10,10,-1.4044223,-2.0009315,-4.537881,-2.7874987,1.4044223,2.0009315,4.537881,2.7874987,,,,the,apartment,the apartment,,的,公寓,的公寓
420,CMU,1309,送 写字 桌 ， queen size mattress+box ， 沙发 ， 拎包 入住 。,送 写字 桌 ， 较 大号 床垫 ， 沙发 ， 拎包 入住 。,"Commit desk, larger mattress, sofa, bag.",5,queen,compound,case,较,size,，,大小,.,12.012245148550000,12.012245148550000,5,2,0,NN,13,13,-2.6782155,-1.6189569,-4.702864,-5.718334,2.6782155,1.6189569,4.702864,5.718334,,,,.,queen,. queen,,，,较,，较
421,CMU,1310,两 室 两 卫 一 大 厅 一 diner 。,两 室 两 卫 一 大 厅 一 晚饭 。,"Two bedrooms, two bathrooms, one big hall, one dinner.",9,diner,conj,root,晚饭,晚饭,一,dinner,one,9.373187818934760,8.205582658779700,4,1,1,AD,10,10,-2.5903785,-2.9538004,-4.394889,-5.9348183,2.5903785,2.9538004,4.394889,5.9348183,,,,one,diner,one diner,,一,晚饭,一晚饭
422,CMU,1311,厅 超级 大 足够 放 king size bed 还有 桌子 椅子 还有 空 位置 ！,厅 超级 大 足够 放 最 大号 床垫 还有 桌子 椅子 还有 空 位置 ！,The hall is super big enough for the biggest mattress and a table and chair and spare space!,6,king,compound,advmod,最,size,放,大小,put,8.10022214312187,7.021812561771280,7,2,1,NN,15,15,-3.857846,-5.50172,-4.055254,-6.1578684,3.857846,5.50172,4.055254,6.1578684,,,,put,king,put king,,放,最,放最
423,CMU,1312,* 房间 设施 ： 独立 bedroom 大概 4m*5m 。,* 房间 设施 ： 独立 房间 大概 4m*5m 。,* Room Facilities: Individual rooms are about 4m*5m.,6,bedroom,compound,nmod,房间,大概,独立,probably,independent,9.815020571213800,12.012245148550000,7,2,1,NN,9,9,-5.1336865,-5.50172,-4.9765797,-5.867935,5.1336865,5.50172,4.9765797,5.867935,,,,independent,bedroom,independent bedroom,,独立,房间,独立房间
424,CMU,1322,不用 单独 交 deposit 。,不用 单独 交 存款 。,You don't have to make a separate deposit.,4,deposit,obj,obj,存款,交,交,Hand in,Hand in,9.815020571213800,7.021812561771280,3,1,1,PN,5,5,-5.063363,-5.3656597,-3.5315819,-4.610543,5.063363,5.3656597,3.5315819,4.610543,,,,Hand in,deposit,Hand in deposit,,交,存款,交存款
425,CMU,1323,所以 白天 这个 家 基本上 是 all yours 。,所以 白天 这个 家 基本上 是 你 的 。,So this home is basically yours during the day.,7,all,advmod,root,你,是,是,is,is,7.630218513876140,7.358284798392490,9,2,1,NN,9,9,-2.2074938,-2.0287743,-2.5615487,-1.6523312,2.2074938,2.0287743,2.5615487,1.6523312,,,,is,all,is all,,是,你,是你
426,CMU,1327,整个 apartment 有 四 个 卧室 ， 两 个 洗手间 。,整个 公寓 有 四 个 卧室 ， 两 个 洗手间 。,The whole apartment has four bedrooms and two bathrooms.,2,apartment,nsubj,nsubj,公寓,有,整个,There are,The whole,8.644949318563540,7.630218513876140,6,2,5,NN,11,11,-1.4044223,-5.630717,-4.2371154,-1.658982,1.4044223,5.630717,4.2371154,1.658982,,,,The whole,apartment,The whole apartment,,整个,公寓,整个公寓
427,CMU,1329,你 也 可以 认为 他 是 一 个 living room 。,你 也 可以 认为 他 是 一 个 客厅 。,You can also think of it as a living room.,9,living,compound,ccomp,客厅,认为,个,think,a,6.694125154705800,7.084991463392810,5,2,8,NN,11,10,-2.1681285,-4.4676676,-3.6134553,-5.187105,2.1681285,4.4676676,3.6134553,5.187105,,,,a,living,a living,,个,客厅,个客厅
428,CMU,1332,house 是 上下 两 层 改造 成 的 apartment ， 出租 的 bedroom 位于 第二 层 。,房子 是 上下 两 层 改造 成 的 公寓 ， 出租 的 卧室 位于 第二 层 。,The house is a two-story converted apartment with rented bedrooms on the second floor.,1,house,nsubj,nsubj,房子,apartment,</s>,公寓,</s>,8.10022214312187,7.021812561771280,7,2,2,NN,17,17,-4.800256,-4.787219,-4.2655845,-6.04153,4.800256,4.787219,4.2655845,6.04153,,,,</s>,house,</s> house,,</s>,房子,</s>房子
429,CMU,1343,顶 一下 ~ 再 顶 ~ 这 是 一 个 和 bedroom 几乎 一样 的 living room ， 可以 给 有 兴趣 的 同学 看 实物 图 ~,顶 一下 ~ 再 顶 ~ 这 是 一 个 和 房间 几乎 一样 的 卧室 ， 可以 给 有 兴趣 的 同学 看 实物 图 ~,"This is a bedroom almost the same as the room, you can show the students who are interested in the real picture ~",12,bedroom,obl:npmod,nmod,房间,一样,和,The same,and,6.694125154705800,7.084991463392810,5,2,0,NN,28,27,-1.8430461,-3.7482193,-4.0704165,-3.037059,1.8430461,3.7482193,4.0704165,3.037059,,,,and,bedroom,and bedroom,,和,房间,和房间
430,CMU,1346,房子 信息 ： 是 一 个 house ， 共 三 层 ， 一 层 是 客厅 ， 厨房 。,房子 信息 ： 是 一 个 房子 ， 共 三 层 ， 一 层 是 客厅 ， 厨房 。,"House information: is a house, a total of three floors, the first floor is the living room, kitchen.",7,house,compound,nmod,房子,房子,个,house,a,8.680040638374810,8.323365694436080,3,2,11,NN,19,19,-2.1681285,-4.4676676,-3.0811381,-2.7602558,2.1681285,4.4676676,3.0811381,2.7602558,,,,a,house,a house,,个,房子,个房子
431,CMU,1360,the price : 公寓 出价 两 人 住 的 one bedroom one living room 是 $1100 .,价格 ： 公寓 出价 两 人 住 的 单人间 和 客厅 是 $1100 。,"Price: Apartments bid $1,100 for a single room and living room for two people.",1,the,det,nmod,价格,one,</s>,一个,</s>,8.041953234997890,9.44729579108848,7,2,1,NN,17,14,-1.4044223,-3.0782664,-0.36410666,-6.1155834,1.4044223,3.0782664,0.36410666,6.1155834,,,,</s>,the,</s> the,,</s>,价格,</s>价格
432,CMU,1363,两 房 中 的 一 房 现在 出租 ， 月 租 $450 加 utility 。,两 房 中 的 一 房 现在 出租 ， 月 租 $450 加 使用 。,One of the two rooms is for rent at $450 plus monthly rent.,14,utility,nmod,conj,使用,加,加,add,add,6.694125154705800,7.084991463392810,5,2,3,NN,15,15,-3.7079575,-4.7245216,-4.3800535,-4.6055923,3.7079575,4.7245216,4.3800535,4.6055923,,,,add,utility,add utility,,加,使用,加使用
