Unnamed: 0,university,sent_id,original_sentence,translation,eng_translation,word_id,first_cs_word_form,first_cs_word_translation,governer_first_cs_word,preceding_word,governer_trans,preceding_trans,preceding_prob,Unnamed: 14,preceding_trans.1,first_cs_word_form.1,Unnamed: 17,cs_word_annotated
225.0,CMU,618.0,rooms : 家居 齐全 。,房子 ： 家居 齐全 。,Houses: Fully furnished.,1.0,rooms,房子,齐全,</s>,complete,</s>,0.0,,</s>,rooms,</s> rooms,NA
226.0,CMU,624.0,价格 里 包括 水 ， sewage ， gas ， heating ， mainte</s>ce 。,价格 里 包括 水 ， 污水 处理 ， 气 。 暖气 ， 保养费 。,"Water, sewage treatment and gas are included in the price. Heating, upkeep.",6.0,sewage,污水,，,，,.,",",2.93793034558875e-06,,",",sewage,", sewage",compound
227.0,CMU,626.0,所有 家具 用品 都 包 ， 包括 paper napkin ， paper towel ， 厨房 用具 ， 洗浴 永平 随便 用 。,所有 家具 用品 都 包 ， 包括 纸巾 ， 卷纸 厨房 用具 ， 洗浴 永平 随便 用 。,"All furniture items are included, including paper towels, paper rolls, kitchen utensils, and bath items.",8.0,paper,纸巾,包括,包括,including,including,5.5820676566186204e-05,,including,paper,including paper,compound
228.0,CMU,628.0,有意 请 email 房东 至 em@39,有意 请 发 邮件 房东 至 em@39,Please send an email to the landlord at em@39,3.0,email,发,有意,请,intentionally,please,0.00016452409935296998,,please,email,please email,obj
229.0,CMU,629.0,毕竟 共 用 bathroom ， 还是 同性 的 方便 点 。,毕竟 共用 浴室 ， 还是 同性 的 方便 点 。,"After all, sharing the bathroom, or same-sex convenience point.",2.0,bathroom,共用,用,毕竟,with,"After all,",0.00413869785446609,,"After all,",bathroom,"After all, bathroom",obj
230.0,CMU,638.0,房东 是 台湾 姐姐 ， 人 非常 nice ！,房东 是 台湾 姐姐 ， 人 非常 好 ！,"The landlord is Taiwan sister, very nice!",8.0,nice,好,姐姐,非常,The elder sister,very,0.000264690312334569,,very,nice,very nice,amod
231.0,CMU,644.0,是 一 个 house 里面 的 卧室 。,是 一 个 房子 里面 的 卧室 。,It's a bedroom in a house.,4.0,house,房子,里面,个,inside,a,0.000119036990744874,,a,house,a house,nmod
232.0,CMU,645.0,多个 卧室 出租 ： 价格 ： 900-1250 / month 。,多个 卧室 出租 ： 价格 ： 900-1250 / 每 月 。,Multiple bedrooms for rent: price: 900-1250 / per month.,9.0,month,每,。,/,.,/,5.48413664509899e-05,,/,month,/ month,nmod
233.0,CMU,647.0,房子 是 三 层 的 house ， 一 层 客厅 ， 厨房 和 餐厅 。,房子 是 三 层 的 房子 ， 一 层 客厅 ， 厨房 和 餐厅 。,"The house is a three-story house with a living room, kitchen and dining room on the first floor.",6.0,house,房子,房子,的,house,the,0.000238552613406657,,the,house,the house,nsubj
234.0,CMU,654.0,house 我们 住 了 一 年 ， 性价比 非常 高 ， 上学 ， 吃饭 ， 逛街 都 非常 方便 。,房子 我们 住 了 一 年 ， 性价比 非常 高 ， 上学 ， 吃饭 ， 逛街 都 非常 方便 。,"We lived in the house for a year, the cost performance is very high, go to school, eat, shopping is very convenient.",1.0,house,房子,住,</s>,live,</s>,0.0,,</s>,house,</s> house,obl
235.0,CMU,655.0,有 一 个 后院 ， 两 个 车库 share ， 不过 街 pa 最 方便 。,有 一 个 后院 ， 共用 两 个 车库 ， 不过 沿街 停车 最 方便 。,"It has a backyard and shares two garages, but it's easiest to park along the street.",6.0,share,共用,share,，,分享,",",5.26288090100521e-05,,",",share,", share",det
236.0,CMU,656.0,原 房东 post 的 帖子 ：,原 房东 发布 的 帖子 ：,Posted by the original landlord:,3.0,post,发布,帖子,房东,post,The landlord,0.000125236775779208,,The landlord,post,The landlord post,NA
237.0,CMU,661.0,apartment 的 名字 叫 royal plaza ， 可以 上 他们 的 网站 上看 ， 我们 住 一 层 。,公寓 的 名字 叫 皇家 广场 ， 可以 上 他们 的 网站 上看 ， 我们 住 一 层 。,"It's called Royal Plaza, you can go to their website, and we live on the ground floor.",1.0,apartment,公寓,名字,</s>,The name,</s>,0.0,,</s>,apartment,</s> apartment,NA
238.0,CMU,662.0,另外 一 个 卧室 也 希望 能 半价 出售 queen size 的 床 ， 价钱 好 商量 。,另外 一 个 卧室 也 希望 能 半价 出售 标准 双人床 ， 价钱 好 商量 。,We also hope to sell the standard double bed at half price for the other bedroom. The price is negotiable.,10.0,queen,标准,size,出售,大小,sell,3.917240460785e-06,,sell,queen,sell queen,NA
239.0,CMU,668.0,房子 有 三 个 洗手间 ， 二 楼 三 人 share 一 个 大 洗手间 ， 有 猫 脚 浴缸 。,房子 有 三 个 洗手间 ， 二 楼 三 人 共用 一 个 大 洗手间 ， 有 猫 脚 浴缸 。,"The house has three bathrooms, the second floor three people share a large bathroom, a cat foot bath.",11.0,share,共用,洗手间,人,The bathroom,people,4.602757541422371e-05,,people,share,people share,acl:relcl
240.0,CMU,669.0,好 房 出租 （ house for rent .,好 房 出租 （ 房子 供 出租 。,A good house for rent.,5.0,house,房子,for,（,为,(,9.98896317500174e-05,,(,house,( house,root
241.0,CMU,673.0,地下室 有 洗衣机 ， house 里 有 厨房 ， 洗手间 . C320,地下室 有 洗衣机 ， 房子 里 有 厨房 ， 洗手间 。,"There's a washing machine in the basement, there's a kitchen in the house, there's a bathroom.",5.0,house,房子,有,，,There are,.,9.98896317500174e-05,,.,house,. house,nmod
242.0,CMU,677.0,治安 很 好 ， 不用 担心 安全 问题 ， 邻居 都 很 nice 。,治安 很 好 ， 不用 担心 安全 问题 ， 邻居 都 很 善良 。,"Good security, no worries about safety, nice neighbors.",13.0,nice,善良,好,很,good,very,0.000264690312334569,,very,nice,very nice,amod
243.0,CMU,680.0,这个 apt 是 pitts university 负责 管理 的 ， 附近 也 基本 没有 安全 问题 。,这个 公寓 是 匹兹堡 大学 负责 管理 的 ， 附近 也 基本 没有 安全 问题 。,"The apartment is managed by the University of Pittsburgh, and there are few security issues nearby.",2.0,apt,公寓,负责,这个,To be responsible for the,this,4.89655057598124e-06,,this,apt,this apt,NA
244.0,CMU,681.0,住宿 ： 整个 house 三 层 。,住宿 ： 整个 房子 三 层 。,Accommodation: The house is on three floors.,4.0,house,房子,三,整个,three,The whole,7.82729848620047e-05,,The whole,house,The whole house,nsubj
245.0,CMU,683.0,我 也 收到 一些 骗子 的 email 。,我 也 收到 一些 骗子 的 邮件 。,I also get some emails from scammers.,7.0,email,邮件,收到,的,received,the,0.000263663414817884,,the,email,the email,nsubj
246.0,CMU,685.0,neighborhood 环境 很 好 ， 房子 非常 安静 。,附近 街区 环境 很 好 ， 房子 非常 安静 。,The neighborhood is nice and the house is very quiet.,1.0,neighborhood,附近,环境,</s>,The environment,</s>,0.0,,</s>,neighborhood,</s> neighborhood,nsubj
247.0,CMU,686.0,床 是 queen size 。,床 是 标准 双人床 。,Bed is a standard double bed.,3.0,queen,标准,size,是,大小,is,3.917240460785e-06,,is,queen,is queen,NA
248.0,CMU,687.0,: 我 没 研究 出来 咋 在 这里 付 图片 ， 想 看 房间 照片 的 欢迎 email 或者 短信 我 ！,： 我 没 研究 出来 咋 在 这里 付 图片 ， 想 看 房间 照片 的 欢迎 发 邮件 或者 短信 我 ！,": I didn't work out how to pay pictures here, want to see the room photos welcome to send me email or text messages!",18.0,email,发,想,欢迎,Want to,welcome,0.00016452409935296998,,welcome,email,welcome email,nsubj
249.0,CMU,688.0,不一定 两 个 bedroom 。,不一定 两 个 卧室 。,It doesn't have to be two bedrooms.,4.0,bedroom,卧室,卧室,个,The bedroom,a,4.89655057598124e-06,,a,bedroom,a bedroom,cop
250.0,CMU,692.0,房间 内 有 一 个 closet 可以 放 衣服 。,房间 内 有 一 个 衣柜 可以 放 衣服 。,There is a wardrobe in the room for clothes.,6.0,closet,衣柜,放,个,put,a,3.917240460785e-06,,a,closet,a closet,NA
251.0,CMU,694.0,bonus : 本人 有 车 ， 周末 可以 一起 采购 。,福利 ： 本人 有 车 ， 周末 可以 一起 采购 。,"Benefits: I have a car, so we can shop together on weekends.",1.0,bonus,福利,有,</s>,There are,</s>,0.0,,</s>,bonus,</s> bonus,case
252.0,CMU,695.0,有 basement ， 独立 laundry ， 门口 可以 免费 停车 。,有 地下室 ， 独立 洗衣房 ， 门口 可以 免费 停车 。,"It has a basement, a separate laundry, and free parking at the door.",2.0,basement,地下室,有,有,There are,There are,0.00332088859553227,,There are,basement,There are basement,det
253.0,CMU,698.0,这个 房子 ， 是 新 签 下来 的 lease ， 所以 一切 都 是 全新 的 。,这个 房子 ， 是 新 签 下来 的 租约 ， 所以 一切 都 是 全新 的 。,"This house, it's a new lease, so everything is brand new.",9.0,lease,租约,租约,的,The lease,the,8.788780493929459e-05,,the,lease,the lease,det
254.0,CMU,699.0,房东 很 nice ， 房子 的 设施 都 会 很 及时 的 维修 。,房东 很 好 ， 房子 的 设施 都 会 很 及时 的 维修 。,The landlord is very kind and the facilities of the house will be repaired in time.,3.0,nice,好,维修,很,mainte</s>ce,very,0.000264690312334569,,very,nice,very nice,NA
255.0,CMU,700.0,不 存在 某些 house 暖气 费 很 贵 ， 却 还是 不 暖 的 问题 。,不 存在 某些 房子 暖气 费 很 贵 ， 却 还是 不 暖 的 问题 。,There is no problem that some houses are expensive to heat but still not warm.,4.0,house,房子,费,某些,fee,Some of the,0.000352748324445459,,Some of the,house,Some of the house,NA
256.0,CMU,713.0,公寓 在 非常 好 的 location ， 安静 安全 ， 又 方便 。,公寓 在 非常 好 的 位置 ， 安静 安全 ， 又 方便 。,"The apartment is in a very nice location, quiet, safe and convenient.",6.0,location,位置,安静,的,quiet,the,6.277700352806761e-05,,the,location,the location,det
257.0,CMU,714.0,各 人 空间 互 不 打扰 ， share 厨房 客厅 餐厅 和 卫生间 。,各 人 空间 互 不 打扰 ， 共 用 厨房 客厅 餐厅 和 卫生间 。,"Each person space does not disturb each other, share the kitchen, living room, dining room and toilet.",8.0,share,共,厨房,，,The kitchen,.,4.602757541422371e-05,,.,share,. share,obj
258.0,CMU,715.0,公寓 有 免费 gym 和 parking 。,公寓 有 免费 体育场 和 停车 坪 。,The apartment has a free stadium and parking space.,4.0,gym,体育场,有,免费,There are,free,2.350344276471e-05,,free,gym,free gym,NA
259.0,CMU,718.0,house 位 于 独 栋 别墅 二 层 ， 三 室 两 厅 ， 客厅 不 住 人 。,房子 位于 独 栋 别墅 二 层 ， 三 室 两 厅 ， 客厅 不 住 人 。,"The house is located in a single villa on the second floor, three rooms two halls, the living room does not live.",1.0,house,房子,位,</s>,position,</s>,0.0,,</s>,house,</s> house,nsubj:pass
260.0,CMU,720.0,house 暑假 短租 ！,房子 暑假 短租 ！,House summer short rent!,1.0,house,房子,暑假,</s>,The summer vacation,</s>,0.0,,</s>,house,</s> house,compound
261.0,CMU,723.0,这 是 apartment 的 网址 （ 不 是 病毒 ！,这 是 公寓 的 网址 （ 不 是 病毒 ！,This is the URL of the apartment (not a virus!,3.0,apartment,公寓,网址,是,The url,is,6.65930878333449e-05,,is,apartment,is apartment,nmod
262.0,CMU,726.0,户型 ： studio 超级 温馨 的 一 个 小 开间 ， 一 个 人 或者 情侣 住管够 ！,户型 ： 带 厨房 和 卫浴 的 单间 ， 超级 温馨 的 一 个 小 开间 ， 一 个 人 或者 情侣 住管够 ！,"Unit type: single room with kitchen and bathroom, a small room with super warmth, one person or couples live enough!",3.0,studio,带,带,：,with,:,8.81379103676624e-06,,:,studio,: studio,NA
263.0,CMU,727.0,目前 有 一 个 卧室 出租 ， 短 租 可以 （ a week/a month etc ） 。,目前 有 一 个 卧室 出租 ， 短 租 可以 （ 一 周 / 一月 等 ） 。,"There is one bedroom available for rent, short term (one week/one month, etc.).",13.0,a,周,a,a,一个,一个,0.008992025477731959,,一个,a,一个 a,NA
264.0,CMU,728.0,卧室 、 客厅 和 厨房 的 家居 齐全 ， 有 独 用 的 小 客厅 和 half 卫生间 。,卧室 、 客厅 和 厨房 的 家居 齐全 ， 有 独 用 的 小 客厅 和 盥洗 式 卫生间 。,"The bedroom, living room and kitchen are fully furnished with a small private living room and a washroom.",17.0,half,盥洗,。,和,.,and,4.55795439006974e-05,,and,half,and half,det
265.0,CMU,729.0,是 一 个 house ， 非常 干净 整洁 。,是 一 个 房子 ， 非常 干净 整洁 。,"It's a house, very clean and tidy.",4.0,house,房子,房子,个,house,a,0.000119036990744874,,a,house,a house,nsubj
266.0,CMU,730.0,现在 meyers 的 房子 整体 都 涨价 了 各个 apartments .,现在 梅耶 公司 的 房子 整体 都 涨价 了 各个 公寓 。,Now the price of Meyer's houses in general has gone up and apartments in general.,11.0,apartments,公寓,了,apartments,the,公寓,2.54620629951025e-05,,公寓,apartments,公寓 apartments,conj
267.0,CMU,733.0,apartments 有意 请 联系 pn-10 顶,有意 租 公寓 请 联系 pn-10 顶,"If you are interested in renting an apartment, please contact PN-10",2.0,apartments,租,apartments,apartments,公寓,公寓,2.54620629951025e-05,,公寓,apartments,公寓 apartments,obj
268.0,CMU,734.0,希望 能 找到 起码 不 是 街 park 的 住房 ， 有 garage 最好 。,希望 能 找到 起码 不 是 临街 停车 的 住房 ， 有 车库 最好 。,"Hope to find at least not street parking housing, have a garage is best.",7.0,park,临街,park,是,公园,is,5.09241259902049e-05,,is,park,is park,det
269.0,CMU,738.0,房子 ： 独立 house ， 二 层 的 一 间 卧室 。,房子 ： 独立 房子 ， 二 层 的 一 间 卧室 。,The house: a detached house with one bedroom on the second floor.,4.0,house,房子,独立,独立,independent,independent,9.98896317500174e-05,,independent,house,independent house,nsubj
270.0,CMU,743.0,可 步行 至 forbes 或 murray 乘 bus 去 学校 等地 。,可 步行 至 福布斯 或 梅瑞 大道 乘 巴士 去 学校 等地 。,"Walk to Forbes or Murray Avenue to take buses to schools, etc.",9.0,bus,巴士,bus,bus,公共汽车,公共汽车,9.98896317500174e-05,,公共汽车,bus,公共汽车 bus,NA
271.0,CMU,744.0,请 联系 pn-11 或 email 至 em@43,请 联系 pn-11 或 发 邮件 至 em@43,Please contact PN-11 or email em@43,5.0,email,发,联系,或,contact,or,3.85534736679775e-05,,or,email,or email,conj
272.0,CMU,745.0,lease 到 七月 底 ， 你 要 想 续 也 可以 直接 找 公司 续 。,租约 到 七月 底 ， 你 要 想 续 也 可以 直接 找 公司 续 。,"The lease runs until the end of July. If you want to renew it, you can also renew it directly with the company.",1.0,lease,租约,想,</s>,Want to,</s>,0.0,,</s>,lease,</s> lease,nsubj
273.0,CMU,746.0,地址 ： greenfield 住房 周围 环境 优美 有 park 可以 跑步 健身,地址 ： 绿地 住房 周围 环境 优美 有 公园 可以 跑步 健身,Address: Green housing surrounding a beautiful park can run fitness,9.0,park,公园,有,有,There are,There are,0.00332088859553227,,There are,park,There are park,det
274.0,CMU,747.0,一 层 duplex ， 超大 两 房 ( 15'*15' ) 一 卫 ， 木质 地板 .,一 层 复式 公寓 ， 超大 两 房 （ 15'*15' ） 一 卫 ， 木质 地板 。,1 level duplex apartment with 2 extra large bedrooms (15' x 15') 1 bath with wooden floors.,3.0,duplex,复式,复式,层,Double entry,layer,0.000124538170949396,,layer,duplex,layer duplex,compound
275.0,CMU,753.0,匹 大 房产 ， management 非常 负责 。,匹 大 房产 ， 物业 公司 非常 负责 。,"A big real estate, the property company is very responsible.",5.0,management,物业,非常,，,very,.,3.62344742622612e-05,,.,management,. management,det
276.0,CMU,754.0,房间 是 house 里面 的 一 间 ， 地址 在,房间 是 房子 里面 的 一 间 ， 地址 在,The room is one of the rooms in the house. The address is,3.0,house,房子,里面,是,inside,is,9.98896317500174e-05,,is,house,is house,nmod
277.0,CMU,761.0,是 一 个 house .,是 一 个 房子 。,It's a house.,4.0,house,房子,房子,个,house,a,0.000119036990744874,,a,house,a house,root
278.0,CMU,769.0,这 是 一 个 二 层 house 的 一 楼 。,这 是 一 个 二 层 房子 的 一 楼 。,This is the first floor of a two-story house.,7.0,house,房子,楼,层,Floor of a building,layer,9.98896317500174e-05,,layer,house,layer house,nmod
279.0,CMU,770.0,公寓 在 一 个 三 层 house 的 两 楼 。,公寓 在 一 个 三 层 房子 的 两 楼 。,The apartment is on the second floor of a three-story house.,7.0,house,房子,楼,层,Floor of a building,layer,9.98896317500174e-05,,layer,house,layer house,nmod
280.0,CMU,772.0,客厅 的 大 窗户 外面 是 个 草地 ， view 还 不错 ， 卧室 不 临街 。,客厅 的 大 窗户 外面 是 个 草地 ， 视野 还 不错 ， 卧室 不 临街 。,"The living room has a large window that looks out onto the grass, and the bedroom doesn't look out on the street.",10.0,view,视野,不错,，,good,.,6.0717227142167395e-05,,.,view,. view,NA
281.0,CMU,773.0,一 个 queen size 的 床 。,一 个 标准 双人 的 床 。,A standard double bed.,3.0,queen,标准,size,个,大小,a,3.917240460785e-06,,a,queen,a queen,NA
282.0,CMU,775.0,queen size bed 非常 大 的 closet ！,标准 双人床 非常 大 的 衣柜 ！,Standard double bed very large wardrobe!,1.0,queen,标准,size,</s>,大小,</s>,0.0,,</s>,queen,</s> queen,NA
283.0,CMU,777.0,living room 与 bedroom 彻底 分离 ， 也 比 bedroom 大 一 圈 。,客厅 与 卧室 彻底 分离 ， 也 比 卧室 大 一 圈 。,The living room is completely separated from the bedroom and is larger than the bedroom.,1.0,living,客厅,与,</s>,with,</s>,0.0,,</s>,living,</s> living,compound
284.0,CMU,780.0,下面 是 该 公寓 的 网站 ， 可以 查看 floor plan 。,下面 是 该 公寓 的 网站 ， 可以 查看 户型 。,Below is the apartment's website to check out the unit size.,10.0,floor,户型,查看,查看,To view,To view,3.33244468141829e-05,,To view,floor,To view floor,NA
285.0,CMU,790.0,所以 我 经常 有 一 个 人 坐 拥 一 个 大 apt 的 感觉 。,所以 我 经常 有 一 个 人 坐 拥 一 个 大 公寓 的 感觉 。,So I often feel like I'm sitting alone in a big apartment.,13.0,apt,公寓,拥,大,hug,big,4.89655057598124e-06,,big,apt,big apt,det
286.0,CMU,791.0,匹兹堡 冬天 很 长 ， 我 朋友 住 house 一 个 月 暖气 费 就 要 100+ 均摊 到 一 个 人 身上 ， 还 要 自己 照顾 垃圾 费 和 别的 杂费 。,匹兹堡 冬天 很 长 ， 我 朋友 住房 子 一 个 月 暖气 费 就 要 100+ 均摊 到 一 个 人 身上 ， 还 要 自己 照顾 垃圾 费 和 别的 杂费 。,"Winters in Pittsburgh are very long. My friend's heating bill for his house is 100+ per month, and he has to take care of garbage and other expenses by himself.",8.0,house,住房,house,朋友,房子,A friend,6.91897875873521e-05,,A friend,house,A friend house,nmod
287.0,CMU,792.0,house 门口 就 是 停车场 ， 有 车 的 同学 也 会 十分 方便 。,房子 门口 就 是 停车场 ， 有 车 的 同学 也 会 十分 方便 。,"There is a parking lot in front of the house, which will be very convenient for students who have cars.",1.0,house,房子,门口,</s>,The door,</s>,0.0,,</s>,house,</s> house,nmod
288.0,CMU,797.0,公寓 带 garage ， 也 有 露天 车位 ， 有 车 的 朋友 比较 方便 ， 公寓 每 周 都 有 人 来 打扫 公共 区域 ；,公寓 带 车库 ， 也 有 露天 车位 ， 有 车 的 朋友 比较 方便 ， 公寓 每 周 都 有 人 来 打扫 公共 区域 ；,The apartment has a garage and an open air parking space. It is more convenient for friends with cars. People come to clean the public area every week.,3.0,garage,车库,带,带,with,with,7.834480921569991e-06,,with,garage,with garage,det
289.0,CMU,799.0,另外 ， 我 的 时间 很 flexible ， 入住 时间 ， 价格 可 洽谈 哈 。,另外 ， 我 的 时间 很 灵活 ， 入住 时间 ， 价格 可 洽谈 哈 。,"In addition, my time is very flexible, check-in time, the price can be negotiated.",7.0,flexible,灵活,灵活,很,flexible,very,4.07215865130106e-05,,very,flexible,very flexible,amod
290.0,CMU,802.0,可以 免费 提供 queen size 床 （ 新 ） 、 写字台 等 设施 。,可以 免费 提供 标准 双人床 （ 新 ） 、 写字台 等 设施 。,"Standard double bed (new), writing desk and other facilities can be provided free of charge.",4.0,queen,标准,size,提供,大小,provide,3.917240460785e-06,,provide,queen,provide queen,NA
291.0,CMU,803.0,apartment 由 公司 管理 ， 服务 非常 到位 ， 任何 东西 坏 了 只 需 一 个 电话 ， 修理 十分 及时 。,公寓 由 公司 管理 ， 服务 非常 到位 ， 任何 东西 坏 了 只 需 一 个 电话 ， 修理 十分 及时 。,"The apartment is managed by a company, and the service is very good. Anything broken is only a phone call away, and it is repaired in time.",1.0,apartment,公寓,管理,</s>,management,</s>,0.0,,</s>,apartment,</s> apartment,nsubj:pass
292.0,CMU,806.0,apartment 在 elwood 上 ， 安静 ， 安全 ， 公交 方便 。,公寓 在 埃尔 伍德 上 ， 安静 ， 安全 ， 公交 方便 。,"The apartment is on Elwood, quiet, safe and easily accessible by public transport.",1.0,apartment,公寓,，,</s>,.,</s>,0.0,,</s>,apartment,</s> apartment,nsubj
293.0,CMU,811.0,apt 是 三 居室 ， 住 的 都 是 女生 。,公寓 是 三 居室 ， 住 的 都 是 女生 。,"It was a three-bedroom apartment, and the occupants were all girls.",1.0,apt,公寓,居室,</s>,The bedroom,</s>,0.0,,</s>,apt,</s> apt,det
294.0,CMU,812.0,自 顶 此 公寓 仍然 available !,自 顶 此 公寓 仍然 空缺 ！,This apartment is still available!,6.0,available,空缺,空缺,仍然,vacancy,still,6.0688204236036705e-05,,still,available,still available,root
295.0,CMU,814.0,两 个 超大 walk-in closets ;,两 个 超大 步入 式 衣柜 ；,Two oversized walk-in closets;,4.0,walk-in,步入,closets,超大,壁橱,Very large,4.15204799767485e-05,,Very large,walk-in,Very large walk-in,NA
296.0,CMU,815.0,周围 几 个 block 住 的 都 是 传统 犹太 家庭 ， 邻里 和睦 ， 安全 有 保障 。,周围 几 个 街区 住 的 都 是 传统 犹太 家庭 ， 邻里 和睦 ， 安全 有 保障 。,The neighborhood is a few blocks full of traditional Jewish families living in a harmonious and secure neighborhood.,4.0,block,街区,住,个,live,a,7.439811921554621e-05,,a,block,a block,NA
297.0,CMU,816.0,两 室 两 厅 apartment ， 房间 巨大 ， 宽敞 明亮 。,两 室 两 厅 公寓 ， 房间 巨大 ， 宽敞 明亮 。,"Two rooms, two living rooms, large, spacious and bright.",5.0,apartment,公寓,巨大,厅,huge,hall,6.65930878333449e-05,,hall,apartment,hall apartment,NA
298.0,CMU,829.0,另外 ， 房东 超级 nice ！,另外 ， 房东 超级 很好 ！,"Plus, the landlord is super nice!",5.0,nice,很好,房东,超级,The landlord,super,0.000103376268943701,,super,nice,super nice,root
299.0,CMU,834.0,该 house 目前 三 女 两 男 。,该 房子 目前 三 女 两 男 。,There are currently three women and two men in the house.,2.0,house,房子,男,该,male,the,0.000238552613406657,,the,house,the house,nmod
300.0,CMU,840.0,house 一 层 。,房子 一 层 。,The first floor of the house.,1.0,house,房子,一,</s>,one,</s>,0.0,,</s>,house,</s> house,nmod
301.0,CMU,843.0,你 既可以 和 我 睡 一 间 bedroom （ 中间 可用 隔断 ， 价格 $555+网费 ） ， 也 可以 睡 客厅 （ $490 所有 费用 都 包括 ） 。,你 既可以 和 我 睡 一 间 房间 （ 中间 可用 隔断 ， 价格 $555+网费 ） ， 也 可以 睡 客厅 （ $490 所有 费用 都 包括 ） 。,"You can either sleep in a room with me (partition available, $555+ Internet fee) or in the living room ($490 all fees included).",8.0,bedroom,房间,睡,间,sleep,between,4.89655057598124e-06,,between,bedroom,between bedroom,obl
302.0,CMU,844.0,另外 ， 厨房 和 客厅 的 家具 ， 我们 都 已经 买好 了 ， 花 了 很多 money 。,另外 ， 厨房 和 客厅 的 家具 ， 我们 都 已经 买好 了 ， 花 了 很多 钱 。,"In addition, we have already bought the kitchen and living room furniture, which cost a lot of money.",18.0,money,钱,花,很多,flowers,A lot of,6.20860927152318e-05,,A lot of,money,A lot of money,nmod
303.0,CMU,846.0,大家 可以 查 去年 公布 的 crime alert .,大家 可以 查 去年 公布 的 犯罪 警报 。,You can look up the crime alerts that came out last year.,7.0,crime,犯罪,alert,的,警报,the,7.533240423368109e-05,,the,crime,the crime,compound
304.0,CMU,853.0,目前 出租 house 里面 一 个 非常 容易 隔断 的 客厅 ， 地方 很 大 ， 而且 有 自己 的 half bathroom 。,目前 出租 独 栋 里面 一 个 非常 容易 隔断 的 客厅 ， 地方 很 大 ， 而且 有 自己 的 单人间 不带 卫浴 。,"At present, there is a very easy partition living room in the single house. The place is very large, and it has its own single room without bathroom.",3.0,house,独,一,出租,one,rent,9.98896317500174e-05,,rent,house,rent house,nmod
305.0,CMU,857.0,请 问 还有 房间 吗 目前 还有 ， 有意 请 速 与 我 email 联系 。,请 问 还有 房间 吗 目前 还有 ， 有意 请 速 与 我 邮件 联系 。,Please ask if there is a room available at present. Please contact me by email as soon as you are interested.,14.0,email,邮件,联系,我,contact,I,2.8211132112731702e-05,,I,email,I email,det
306.0,CMU,858.0,房租 不 包括 utilities 水 / 电 / 气 / 垃圾费 。,房租 不 包括 配套 设施 水 / 电 / 气 / 垃圾费 。,Facilities water/electricity/gas/garbage are not included in the rent.,4.0,utilities,配套,水,包括,water,including,6.85517080637374e-06,,including,utilities,including utilities,NA
307.0,CMU,862.0,匹兹堡 独 栋 house 两 间 卧室 出租 。,匹兹堡 独 栋 房子 两 间 卧室 出租 。,Two-bedroom detached house for rent in Pittsburgh.,4.0,house,房子,出租,栋,rent,building,9.98896317500174e-05,,building,house,building house,root
308.0,CMU,864.0,house 门口 免费 停车 。,独 栋 门口 免费 停车 。,Free parking at single-family doors,1.0,house,独,免费,</s>,free,</s>,0.0,,</s>,house,</s> house,NA
309.0,CMU,867.0,可以 放 queen size 的 床 。,可以 放 较 大 号的 的床 。,You can put a larger bed.,3.0,queen,较,size,放,大小,put,3.917240460785e-06,,put,queen,put queen,NA
310.0,CMU,868.0,一 楼 有 宽敞 方便 的 客厅 、 餐厅 ， 和 厨房 ， 还有 半 个 卫生间 （ powder room ) 。,一 楼 有 宽敞 方便 的 客厅 、 餐厅 ， 和 厨房 ， 还有 半 个 卫生间 （ 化妆 间 ） 。,"The first floor has a spacious and convenient living room, dining room, and kitchen, as well as a half bathroom (dressing room).",19.0,powder,化妆,卫生间,（,toilet,(,3.917240460785e-06,,(,powder,( powder,NA
311.0,CMU,880.0,一 楼 有 客厅 、 餐厅 、 厨房 、 半 个 卫生间 ( powder room ) 。,一 楼 有 客厅 、 餐厅 、 厨房 、 半 个 卫生间 （ 化妆 间 ） 。,"The first floor has living room, dining room, kitchen, half toilet (makeup room).",14.0,powder,化妆,卫生间,(,toilet,(,3.917240460785e-06,,(,powder,( powder,NA
312.0,CMU,882.0,如果 想 拎包 入住 ， furniture 都 好 商量 。,如果 想 拎包 入住 ， 家具 都好 商量 。,"If you want to carry a bag, furniture is good to discuss.",6.0,furniture,家具,都,，,all,.,2.93793034558875e-06,,.,furniture,. furniture,nsubj
313.0,CMU,890.0,在 s pacific 上 的 house 。,在 南大 西洋 上 的 房子 。,The house in the South Atlantic.,6.0,house,房子,s,的,年代,the,0.000238552613406657,,the,house,the house,root
314.0,CMU,891.0,出入 apartment 需要 专门 的 钥匙 ， 所以 非常 安全 。,出入 公寓 需要 专门 的 钥匙 ， 所以 非常 安全 。,"You need a special key to get in and out of the apartment, so it's very secure.",2.0,apartment,公寓,出入,出入,In and out,In and out,6.22794270292713e-05,,In and out,apartment,In and out apartment,det
315.0,CMU,892.0,超大 living room 出租 ， 有 一 个 很 大 的 窗户 ， 通风 明亮 ， 对面 就是 教堂 ， 风景 和 采光 都 是 一流 。,超大 客厅 出租 ， 有 一 个 很 大 的 窗户 ， 通风 明亮 ， 对面 就是 教堂 ， 风景 和 采光 都 是 一流 。,The large living room is for rent. It has a large window and is airy and bright. The church is opposite.,2.0,living,客厅,room,超大,房间,Very large,4.15204799767485e-05,,Very large,living,Very large living,compound
