sent_type,university,sent_id,aligned_to,original_sentence,eng_translation,zh_translation,cs_word_id,first_cs_word_form,first_cs_word_translation,preceding_word,preceding_word_translation,ngram_eng,ngram_zh,dep_eng,dep_zh ,word_freq_zh,non_log_word_freq_zh,neg_base_e_word_freq_zh,base_e_word_freq_zh,word_freq_eng,non_log_word_freq_eng,neg_base_e_word_freq_eng,base_e_word_freq_eng,cs_word_pos_zh,cs_word_pos_eng,cs_word_length_zh,cs_word_length_eng,sentence_length_zh,ngram_surp_zh,base_2_ngram_prob_zh,raw_ngram_prob_zh,base_10_ngram_prob_zh,base_10_ngram_surp_zh,retrained_ngram_surp_zh,dep_surp_zh,gt_ngram_surp_eng,ngram_surp_eng,base_2_ngram_prob_eng,raw_ngram_prob_eng,base_10_ngram_prob_eng,base_10_ngram_surp_eng,dep_surp_eng,zh_word_index,cs_back_word,google_trans_surp_zh,fanyi_trans_surp_zh,llm_surp_zh,llm_surp_eng,,governor_first_cs_word_trans,deprel_first_cs_word_trans,surprisal_values,average_surprisal,bilingual_corpus_frequency_negative_log_first_cs_word,bilingual_corpus_frequency_negative_log_first_cs_word_trans,length_first_cs_word_form,dependency_distance,if_it_is_root,if_previous_word_is_punctuation,surprisal_of_previous_word,surprisal_first_cs_word_trans
code-switch,CMU,1439,CMU_592,巨大 宽敞 的 全 装修 living room ， 2 .,"Large and spacious fully furnished living room, 2.",巨大 宽敞 的 全 装修 客厅 ， 2 。,6,living,客厅,装修,decorate,decorate living,装修 客厅,compound living room,nsubj 客厅 2,57.1623695603126,0.0000000000000,-39.6219352948563,39.6219352948563,12.78389436,0.00014180,-8.86112033,8.86112033,NN,VBG,2,6,9,20.0386861,-20.0386861,0.0000009,-6.0322456,6.0322456,7.1670523,5.7720046,14.9116535383756,14.923008,-14.923008,0.000032,-4.492273,4.492273,3.344462,5,2,23.8084323928971,23.8084323928971,19.4937572479248,4.42159938812256,,0,root,4.828659 6.502406 0.4245601 4.030859 5.921503 6.17388 0.8922411 10.51329 1.427697,4.523899466666670,8.644949318563540,7.630218513876140,6,0,1,0,5.921503,6.17388
code-switch,CMU,1441,CMU_3720,living room 很大 ， 可以 放 full size 的 大 床 和 各 种 家具 。,The living room is large enough to accommodate a full-size bed and all kinds of furniture.,客厅 很 大 ， 可以 放大 号 床垫 的 大 床 和 各 种 家具 。,1,living,客厅,<s>,<s>,<s> living,<s> 客厅,compound living room,nsubj 客厅 大 ,57.1623695603126,0.0000000000000,-39.6219352948563,39.6219352948563,12.78389436,0.00014180,-8.86112033,8.86112033,NN,VBG,2,6,16,20.807986,-20.807986,0.000001,-6.263828,6.263828,7.3514414,5.7720046,18.0091488492443,13.503462,-13.503462,0.000086,-4.064947,4.064947,3.344462,0,很大,24.4209597245781,24.4209597245781,16.9230737686157,12.1581554412842,,3,nsubj,6.258925 4.374914 3.383542 1.350056 2.4118 3.717031 3.689255 6.942362 1.309098 2.954514 5.10123 2.110248 3.415119 4.207642 5.099996 0.5049582,3.5519181375000000,8.644949318563540,7.630218513876140,6,2,0,,,6.258925
code-switch,CMU,1442,CMU_2252,虽然 是 客厅 ， 但是 有 隐私 ， 因为 两 个 房间 离 客厅 都 很 远 ， 中间 隔 有 dining room ， kitchen 还有 bathroom 相隔 ， 所以 互相 干扰 不 大 。,"Although it is the living room, it has privacy, because the two rooms are far away from the living room, separated by dining room, kitchen and bathroom, so there is not much mutual interference.",虽然 是 客厅 ， 但是 有 隐私 ， 因为 两 个 房间 离 客厅 都 很 远 ， 中间 隔 有 餐厅 ， 厨房 还有 卧室 相隔 ， 所以 互相 干扰 不 大 。,22,dining,餐厅,有,There are,There are dining,有 餐厅,compound dining room,obj 隔 餐厅,57.03281449074730,0.00000000000000,-39.53213456365990,39.53213456365990,16.0192476,0.0000151,-11.1036963,11.1036963,NN,NN,2,6,34,16.699293,-16.699293,0.000009,-5.026988,5.026988,7.0027795,5.366469,14.0038137751081,18.6629089,-18.6629089,0.0000024,-5.6180954,5.6180954,3.8717375,21,还有,23.8084323928971,23.2627299633513,31.3612289428711,13.3965406417847,,21,dobj,2.585877 1.863194 6.010648 0.8922411 2.485706 2.137195 5.530773 0.8532254 2.110622 2.476049 0.5954697 3.375618 5.336548 5.965881 3.572927 2.045587 4.056513 1.130991 3.828725 3.101467 0.4988647 4.508268 1.44281 5.547284 4.202903 5.757283 5.67115 1.159386 2.560096 4.407493 2.239276 3.684936 3.49126 1.985443,3.1503444088235300,9.304194947447810,8.680040638374810,6,1,0,0,0.4988647,4.508268
code-switch,CMU,1451,CMU_6867,适合 交流 学者 或者 summer 过来 读书 的 女生 。,Suitable for exchange scholars or girls who come to study in summer.,适合 交流 学者 或者 夏季 过来 读书 的 女生 。,5,summer,夏季,或者,or,or summer,或者 夏季,obl study summer,nmod:tmod 夏季 读书,55.839141602068500,0.000000000000000,-38.704743566361300,38.704743566361300,13.77284699,0.00007144,-9.54661006,9.54661006,NT,NN,2,6,10,13.409557,-13.409557,0.000092,-4.036679,4.036679,7.1911974,2.9552743,18.4318608773906,27.580836,-27.580836,0.000000,-8.302659,8.302659,3.479202,4,过来,23.8084323928971,22.9106723560479,15.4009635448456,11.2732124328613,,7,nmod:tmod,5.100725 4.448484 4.025722 3.906347 4.023911 5.972885 3.792091 1.2982 4.609658 0.8361432,3.80141662,9.527338498762020,10.913632859881900,6,2,0,0,3.906347,4.023911
code-switch,CMU,1458,CMU_4892,公寓 非常 安全 ， 服务 很 好 ， 每 天 白天 公寓 门口 都 有 非常 nice 的 门卫 大叔 负责 开门 、 收取 信件 包裹 。,"The apartment is very safe and the service is very good. Every day during the day, there is a very nice man at the door of the apartment who opens the door and receives letters and parcels.",公寓 非常 安全 ， 服务 很 好 ， 每 天 白天 公寓 门口 都 有 非常 好 的 门卫 大叔 负责 开门 、 收取 信件 包裹 。,17,nice,好,非常,very,very nice,非常 好,amod nice man,amod 好 大叔,49.04016574954840,0.00000000000000,-33.99205262349190,33.99205262349190,14.9276009,0.0000321,-10.3470245,10.3470245,JJ,JJ,1,4,27,5.427957,-5.427957,0.023229,-1.633978,1.633978,6.558925,2.8798943,8.10905602485141,8.1090560,-8.1090560,0.0036219,-2.4410691,2.4410691,3.811771,6,的,23.7843962499737,21.7882772297591,15.9280385971069,3.6274745464325,,20,amod,4.876083 4.497346 3.179046 0.7766016 4.245026 4.856784 3.559633 1.364868 3.28357 4.617165 4.755932 5.155714 3.141065 2.829345 1.13947 2.603222 1.405403 0.4098309 6.199543 6.660927 3.902244 4.605863 1.898713 5.142981 5.466694 3.009656 1.52372,3.522460944444450,7.792737443373910,6.786498474836820,4,3,0,0,2.603222,1.405403
code-switch,CMU,1460,CMU_6359,人 都 很 nice 。,People are nice.,人 都 很 好 。,4,nice,好,很,very,very nice,很 好,root nice,root 好 ,49.04016574954840,0.00000000000000,-33.99205262349190,33.99205262349190,14.9276009,0.0000321,-10.3470245,10.3470245,VA,JJ,1,4,5,4.507484,-4.507484,0.043965,-1.356888,1.356888,6.558925,4.301361,26.3462472651823,26.3462473,-26.3462473,0.0000000,-7.9310107,7.9310107,4.5009704,3,,10.009226799323,21.7882772297591,16.9465923309326,12.208324432373,,0,root,4.002137 2.16354 1.874841 3.525658 1.655329,2.644301,7.792737443373910,6.786498474836820,4,0,1,0,1.874841,3.525658
code-switch,CMU,1461,CMU_4747,出租 的 是 house 的 客厅 ， 地方 敞亮 ， 与 其他 屋子 相隔 ， 虽然 是 客厅 也 是 能够 有 隐私 的 。,"I rent the living room of the house, which is spacious and separated from other rooms, although the living room can also have privacy.",出租 的 是 房子 的 客厅 ， 地方 敞亮 ， 与 其他 屋子 相隔 ， 虽然 是 客厅 也 是 能够 有 隐私 的 。,4,house,房子,是,is,is house,是 房子,nmod room house,nmod 房子 客厅,53.96242516285600,0.00000000000000,-37.40390285781070,37.40390285781070,11.97831148,0.00024784,-8.30273283,8.30273283,NN,NNP,2,5,25,16.958300,-16.958300,0.000008,-5.104957,5.104957,7.103322,4.729782,4.91264200013722,29.016182,-29.016182,0.000000,-8.734741,8.734741,3.5441852,3,的,14.0409844895259,23.5967249188315,17.7888813018799,3.32038235664368,,6,nmod:assmod,5.886802 1.31969 2.298112 5.192371 0.2218488 5.134289 0.8154756 4.079957 9.272123 1.379099 2.307284 3.266795 6.402892 5.427246 1.159386 3.001609 1.813902 6.010648 2.439893 0.8044325 3.755122 2.338147 5.498517 0.9231735 2.202431,3.318049816000000,6.694125154705800,7.084991463392810,5,2,0,0,2.298112,5.192371
code-switch,CMU,1471,CMU_1422,我们 都 很 喜欢 这个 apt ， 生活 在 这里 很 方便 。,We all like this APT very much and it is very convenient to live here.,我们 都 很 喜欢 这个 公寓 ， 生活 在 这里 很 方便 。,6,apt,公寓,这个,this,this apt,这个 公寓,obj like apt,obj 喜欢 公寓,56.337067538045000,0.000000000000000,-39.049879525011100,39.049879525011100,16.1746082,0.0000135,-11.2113841,11.2113841,NN,NNP,2,3,13,14.682972,-14.682972,0.000038,-4.420015,4.420015,7.1807833,5.0695415,26.4176408150264,22.0896515,-22.0896515,0.0000002,-6.6496477,6.6496477,5.195074,5,生活,23.8084323928971,22.8760771324822,20.4064602851868,19.0114078521729,,4,dobj,3.478143 2.210853 1.72502 1.564479 1.482104 5.133173 0.8747575 3.041431 1.118294 2.334579 3.139435 2.479237 0.7383841,2.2553761230769200,8.876750932620870,7.358284798392490,3,2,0,0,1.482104,5.133173
code-switch,CMU,1473,CMU_4466,即刻 就 可以 入住 ， 部分 家具 赠送 或者 on sale 。,"You can check in immediately, some furniture is complimentary or on sale.",即刻 就 可以 入住 ， 部分 家具 赠送 或者 甩卖 。,10,on,甩卖,或者,or,or on,或者 甩卖,case on sale,conj 赠送 甩卖,66.56256471199720,0.00000000000000,-46.13765406095980,46.13765406095980,7.80679153,0.00446603,-5.41125554,5.41125554,VV,IN,2,2,11,23.6654729,-23.6654729,0.0000001,-7.1240172,7.1240172,7.1911974,5.40955,8.10244904206349,7.8195869,-7.8195869,0.0044266,-2.3539302,2.3539302,1.2832644,9,,23.8084323928971,23.888640678941,13.911901473999,7.97536087036133,,8,conj,7.042348 2.0559 1.408872 4.436532 1.06923 3.309073 4.474076 5.929719 4.233068 7.578407 1.404504,3.9037935454545500,10.220485679322000,10.220485679322000,2,2,0,0,4.233068,7.578407
code-switch,CMU,1476,CMU_5875,management 人 非常 nice 。,Management people are very nice.,管理人 非常 好 。,1,management,管理人,<s>,<s>,<s> management,<s> 管理人,compound management people,compound 管理 人,63.06124763586970,0.00000000000000,-43.71072600139560,43.71072600139560,13.37176193,0.00009434,-9.26859908,9.26859908,NN,NN,3,10,4,31.051374,-31.051374,0.000000,-9.347395,9.347395,7.3514414,2.683378,18.4408300832468,18.440830,-18.440830,0.000003,-5.551243,5.551243,3.5703208,0,人,20.9562671191136,20.9562671191136,21.9436928431193,0.0,,3,nsubj,6.527233 4.174565 1.782907 0.7249983,3.302425825,9.373187818934760,,10,2,0,,,6.527233
code-switch,CMU,1477,CMU_2708,一 、 户型 布局 整 套 房子 有 两 间 bedroom ， 一 间 bathroom ， living room 及 dining room 。,"The whole house has two bedrooms, one bathroom, living room and dining room.",一 、 户型 布局 整 套 房子 有 两 间 卧室 ， 一 间 卧室 ， 客厅 及 餐厅 。,11,bedroom,卧室,间,between,between bedroom,间 卧室,obj has bedrooms,obj 有 卧室,58.0586281945194,0.0000000000000,-40.2431744402093,40.2431744402093,15.9701736,0.0000156,-11.0696808,11.0696808,NN,NN,2,7,20,10.5910369,-10.5910369,0.0006483,-3.1882198,3.1882198,7.1670523,3.6569927,10.4624035656419,25.392018,-25.392018,0.000000,-7.643759,7.643759,4.627803,10,一,24.0507195438474,23.8084323928971,46.5460157394409,2.49277424812317,,19,dep,2.791026 1.189337 6.629537 4.992629 5.279419 4.948865 2.642203 2.658692 1.203928 2.30378 2.529841 0.7366862 2.14178 2.233454 3.260066 0.7366862 5.88328 1.350056 3.906173 0.7132105,2.9065324450000000,8.10022214312187,7.1602148846304,7,8,0,0,2.30378,2.529841
code-switch,CMU,1485,CMU_3954,房租 便宜 ： $450 全 包 ， 房租 ， 水电 ， wireless ， heating ， 全 都 包括 。,"Low rent: $450 all inclusive, rent, utilities, wireless, heating, all included.",房租 便宜 ： $450 全 包 ， 房租 ， 水电 ， 无 线网 ， 暖气 ， 全 都 包括 。,12,wireless,无,，,.,. wireless,， 无,conj inclusive wireless,advcl 无 包括,50.09301573246890,0.00000000000000,-34.72183262070580,34.72183262070580,17.7080966,0.0000047,-12.2743172,12.2743172,VE,NNP,1,8,20,13.1106928,-13.1106928,0.0001131,-3.9467118,3.9467118,6.3303742,3.255971,22.2756027525078,22.2756028,-22.2756028,0.0000002,-6.7056246,6.7056246,5.1152163,11,全,13.8412794738599,19.2383519364112,24.7551708221436,12.3294887542725,,2,conj,6.258925 2.762558 3.79011 10.51329 3.909417 4.892569 0.9694159 6.130848 0.6983135 5.646677 1.099839 3.53619 6.175256 1.27029 6.750513 1.143907 3.695387 4.103363 3.079841 2.387672,3.940719070000000,10.913632859881900,8.793369323681820,8,10,0,1,5.646677,3.53619
code-switch,CMU,1486,CMU_3594,两 个 人 都 很 nice ， 不 喜欢 party 。,Both of them are nice and don't like parties.,两 个 人 都 很 好 ， 不 喜欢 聚会 。,6,nice,好,很,very,very nice,很 好,root nice,root 好 ,49.04016574954840,0.00000000000000,-33.99205262349190,33.99205262349190,14.9276009,0.0000321,-10.3470245,10.3470245,VA,JJ,1,4,11,4.507484,-4.507484,0.043965,-1.356888,1.356888,6.558925,4.301361,14.5186993421033,14.906465,-14.906465,0.000033,-4.487293,4.487293,4.5009704,5,不,23.8084323928971,13.8412794738599,23.9232540130615,11.4032258987427,,0,root,3.065489 0.6650633 1.819692 1.552686 1.874841 3.525658 1.364868 2.337913 2.147153 3.857352 0.816386,2.0933728454545500,7.792737443373910,6.786498474836820,4,0,1,0,1.874841,3.525658
code-switch,CMU,1492,CMU_6973,房子 可以 不 签 lease ， 但 需要 付 一 个 月 的 押金 。,"The house can be leased without a lease, but you need to pay a one-month deposit.",房子 可以 不 签 租约 ， 但 需要 付 一 个 月 的 押金 。,5,lease,租约,签,sign,sign lease,签 租约,obl leased lease,obj 签 租约,59.98542541527330,0.00000000000000,-41.57872850128560,41.57872850128560,16.2248575,0.0000131,-11.2462142,11.2462142,NN,NN,2,5,15,21.51782,-21.51782,0.00000,-6.47751,6.47751,7.1670523,5.5680537,24.6118529937795,26.656560,-26.656560,0.000000,-8.024424,8.024424,5.895931,4,但,19.3939194900588,13.8412794738599,25.5760154724121,4.4011926651001,,4,dobj,5.512905 3.009724 2.600894 4.180964 3.731112 0.328867 1.639792 3.079256 3.392366 2.39984 5.508238 1.215996 0.8548493 6.309158 0.4977793,2.950782706666670,7.34880605443795,10.066334999494700,5,1,0,0,4.180964,3.731112
code-switch,CMU,1502,CMU_6734,一 间 大 的 bedroom ， 带 独立 卫生间 。,A large bedroom with a private bathroom.,一 间 大 的 卧室 ， 带 独立 卫生间 。,5,bedroom,卧室,的,the,the bedroom,的 卧室,root bedroom,nsubj 卧室 带,58.0586281945194,0.0000000000000,-40.2431744402093,40.2431744402093,15.9701736,0.0000156,-11.0696808,11.0696808,NN,NN,2,7,10,16.4965763,-16.4965763,0.0000108,-4.9659643,4.9659643,7.21781,5.584358,14.6959620759458,14.6959621,-14.6959621,0.0000377,-4.4239254,4.4239254,5.709456,4,带,24.0507195438474,23.977045822559,30.7388105392456,14.13844871521,,7,nsubj,2.791026 2.545788 2.623643 1.064045 4.836417 0.7323937 4.040551 4.24467 0.726807 0.8859594,2.44913001,8.10022214312187,7.1602148846304,7,2,0,0,1.064045,4.836417
code-switch,CMU,1503,CMU_673,一 间 中等 的 bedroom 。,A medium bedroom.,一 间 中等 的 卧室 。,5,bedroom,卧室,的,the,the bedroom,的 卧室,root bedroom,root 卧室,58.0586281945194,0.0000000000000,-40.2431744402093,40.2431744402093,15.9701736,0.0000156,-11.0696808,11.0696808,NN,NN,2,7,6,15.8266773,-15.8266773,0.0000172,-4.7643046,4.7643046,7.21781,6.062364,25.3316384075955,25.331638,-25.331638,0.000000,-7.625583,7.625583,5.709456,4,,14.0409844895259,23.977045822559,33.5650129318237,18.1735515594482,,0,root,2.791026 2.545788 3.666576 1.370962 4.751098 0.7579479,2.6472329833333300,8.10022214312187,7.1602148846304,7,0,1,0,1.370962,4.751098
code-switch,CMU,1510,CMU_7416,经常 要 去 shopping 的 同学 apt 两 室 一 厅,"Apt, who often goes shopping, has two rooms and one hall",经常 要 去 购物 的 同学 公寓 两 室 一 厅,4,shopping,购物,去,Go to the,Go to the shopping,去 购物,compound shopping apt,acl:relcl 购物 公寓,56.04667260409990,0.00000000000000,-38.84859309529820,38.84859309529820,16.4122847,0.0000115,-11.3761289,11.3761289,NN,NN,2,8,11,15.724210,-15.724210,0.000018,-4.733459,4.733459,7.2095747,6.4728374,17.6493574611432,11.9426016,-11.9426016,0.0002540,-3.5950813,3.5950813,3.7110505,3,的,23.8084323928971,23.9496887481191,30.3589782714844,9.50458145141602,,6,nmod:assmod,4.471513 2.377464 1.844565 4.267184 1.355473 4.026478 5.215306 3.298992 3.98376 0.9280026 0.2688453,2.912507536363640,10.220485679322000,9.614349875751650,8,2,0,0,1.844565,4.267184
code-switch,CMU,1511,CMU_4938,四 居室 的 house 需要 找 一 个 男性 roommate .,The four-bedroom house requires a male roommate.,四 居室 的 房子 需要 找 一 个 男性 室友 。,4,house,房子,的,the,the house,的 房子,nsubj house requires,nsubj 房子 找,53.96242516285600,0.00000000000000,-37.40390285781070,37.40390285781070,11.97831148,0.00024784,-8.30273283,8.30273283,NN,NNP,2,5,11,4.4902994,-4.4902994,0.0444923,-1.3517148,1.3517148,6.9234123,4.2590475,17.6498158872203,12.8070237,-12.8070237,0.0001395,-3.8552983,3.8552983,3.5520854,3,需要,23.3837046187828,22.9990778318587,20.4717240333557,2.88249516487122,,6,nsubj,3.20292 5.877217 1.189253 3.881699 4.060991 3.316344 1.225863 5.588237 3.436827 7.399464 0.9724974,3.6501193090909100,6.694125154705800,7.084991463392810,5,2,0,0,1.189253,3.881699
code-switch,CMU,1512,CMU_5159,客厅 或者 share bedroom 都 可以 。,Living room or shared bedroom is fine.,客厅 或者 共享 都 可以 。,3,share,共享,或者,or,or share,或者 共享,compound share bedroom,conj 客厅 共享,55.04509078613750,0.00000000000000,-38.15434948207740,38.15434948207740,13.68798673,0.00007577,-9.48778941,9.48778941,NN,NN,2,5,6,13.7132162,-13.7132162,0.0000745,-4.1280894,4.1280894,7.183962,4.839668,12.8934882101665,12.8934882,-12.8934882,0.0001314,-3.8813267,3.8813267,4.337514,2,都,23.7843962499737,23.888640678941,19.9611673355103,7.91442680358887,,5,nsubj,6.258925 4.565677 4.023911 3.727538 1.575163 2.034903,3.6976861666666700,7.7081800553458500,10.913632859881900,5,2,0,0,4.565677,4.023911
code-switch,CMU,1513,CMU_7662,私人 的 parking spot,Private Parking Spot,私人 的 停车 位置,3,parking,停车,的,the,the parking,的 停车,compound parking spot,nmod 停车 位置,56.46168263838270,0.00000000000000,-39.13625613046540,39.13625613046540,16.4868370,0.0000109,-11.4278046,11.4278046,NN,NN,2,7,4,17.5468647,-17.5468647,0.0000052,-5.2821326,5.2821326,7.21781,5.2607293,12.3342492558268,12.334249,-12.334249,0.000194,-3.712979,3.712979,3.6594625,2,,24.4209597245781,23.977045822559,17.2157139778137,14.2389860153198,,4,compound:nn,4.766012 1.853912 5.068586 1.51202,3.3001325,8.348683502420370,8.9212026951917,7,1,0,0,1.853912,5.068586
code-switch,CMU,1515,CMU_4521,房子 的 lease 从 8 .,The lease of the house is from 8.,房子 的 租约 从 8 。,3,lease,租约,的,the,the lease,的 租约,root lease,nsubj 租约 从,59.98542541527330,0.00000000000000,-41.57872850128560,41.57872850128560,16.2248575,0.0000131,-11.2462142,11.2462142,NN,NN,2,5,6,18.511092,-18.511092,0.000003,-5.572394,5.572394,7.21781,5.815536,21.5259166639098,20.52729,-20.52729,0.00000,-6.17933,6.17933,5.2661543,2,从,18.8314423202122,23.977045822559,22.6280131340027,15.6519260406494,,5,dep,5.512905 1.253929 5.114319 3.8057 10.51329 1.427697,4.60464,7.34880605443795,10.066334999494700,5,2,0,0,1.253929,5.114319
code-switch,CMU,1522,CMU_4417,落脚 地方 真诚 请求 师兄 师姐 ， 如果 有 地板 空余 ， 恳请 短期 share 一 个 屋檐 救急 ， 可以 承担 短期 的 一些 租金 。,"I sincerely request you to share a roof if you have a spare floor, so that you can bear some rent for a short time.",落脚 地方 真诚 请求 师兄 师姐 ， 如果 有 地板 空余 ， 恳请 短期 分享 一 个 屋檐 救急 ， 可以 承担 短期 的 一些 租金 。,15,share,分享,短期,In the short term,In the short term share,短期 分享,xcomp request share,ccomp 恳请 分享,55.469651067105300,0.000000000000000,-38.448632243808000,38.448632243808000,13.68798673,0.00007577,-9.48778941,9.48778941,VV,NN,2,5,27,16.150038,-16.150038,0.000014,-4.861646,4.861646,6.8726544,5.6365485,13.6164603496038,12.1776193,-12.1776193,0.0002159,-3.6658287,3.6658287,3.7530708,14,一,23.8084323928971,22.8304637378112,19.787003993988,7.18003606796265,,1,dep,7.042348 2.977891 6.305202 4.860999 6.062147 1.979561 1.368752 2.975058 1.528497 6.510817 6.878656 2.052417 5.397987 4.911481 5.437181 2.551168 5.344403 6.544588 6.796164 1.218995 2.742038 4.00666 5.172367 1.256433 3.075407 5.62288 1.137612,4.139174407407410,7.7081800553458500,10.913632859881900,5,14,0,0,4.911481,5.437181
code-switch,CMU,1525,CMU_4485,两 个 人 住 一 个 apartment 。,Two people live in an apartment.,两 个 人 住 一 个 公寓 。,7,apartment,公寓,个,a,a apartment,个 公寓,obl live apartment,obj 住 公寓,56.337067538045000,0.000000000000000,-39.049879525011100,39.049879525011100,15.4251678,0.0000227,-10.6919116,10.6919116,NN,NN,2,9,8,12.8953249,-12.8953249,0.0001313,-3.8818796,3.8818796,7.1875896,5.067868,28.0453115025247,28.04531,-28.04531,0.00000,-8.44248,8.44248,4.9682674,6,,20.4645307402405,23.854045787568,38.6427402496338,0.850480318069458,,4,dobj,3.065489 0.6650633 1.819692 3.400505 2.388768 5.541527 4.462133 1.203928,2.8183881625000000,7.630218513876140,7.358284798392490,9,3,0,0,5.541527,4.462133
code-switch,CMU,1527,CMU_4507,有 一 个 很 大 的 living room ， 两 个 较 大 的 closet ， 一 个 kitchen 。,"There's a big living room, two big closets, and a kitchen.",有 一 个 很 大 的 客厅 ， 两 个 较 大 的 衣橱 ， 一 个 厨房 。,7,living,客厅,的,the,the living,的 客厅,compound living room,obj 有 客厅,57.1623695603126,0.0000000000000,-39.6219352948563,39.6219352948563,12.78389436,0.00014180,-8.86112033,8.86112033,NN,VBG,2,6,19,16.082879,-16.082879,0.000014,-4.841429,4.841429,7.21781,3.6569927,14.3119611402748,15.162100,-15.162100,0.000027,-4.564247,4.564247,3.344462,6,两,14.0409844895259,23.977045822559,44.4699192047119,13.9223947525024,,1,dobj,2.715695 1.17829 5.503237 3.309845 3.50789 1.502383 5.183459 0.8154756 2.749534 0.8886713 3.465795 4.125935 1.409855 5.936787 0.719628 2.585954 5.656124 4.850151 1.244829,3.0183967315789500,8.644949318563540,7.630218513876140,6,6,0,0,1.502383,5.183459
code-switch,CMU,1528,CMU_7393,平时 都 是 套 sheet 使用 ， 所以 很 干净 。,"I usually use a sheet, so it is very clean.",平时 都 是 套 床单 使用 ， 所以 很 干净 。,5,sheet,床单,套,Set of,Set of sheet,套 床单,nmod set sheet,nsubj 床单 使用,60.25110514128670,0.00000000000000,-41.76288365430370,41.76288365430370,15.0044811,0.0000304,-10.4003138,10.4003138,NN,NNP,2,5,11,22.8598568,-22.8598568,0.0000001,-6.8815026,6.8815026,7.1670523,6.8058124,24.442907703501,16.8563657,-16.8563657,0.0000084,-5.0742717,5.0742717,3.551173,4,使用,20.5692043623176,17.4455472067376,21.8425226211548,11.4052181243896,,6,compound:nn,4.662668 1.472956 1.343963 5.353772 6.711291 3.765481 1.204808 2.061075 2.589869 3.849455 0.9248334,3.085470127272730,11.319097967990100,11.319097967990100,5,1,0,0,5.353772,6.711291
code-switch,CMU,1529,CMU_7602,全新 的 baby safety mirror ， 可以 看到 坐在 rear face seat 上 小孩 的 情况 ， $5 。,"New Baby Safety Mirror that shows a child in the rear face seat, $5.",全新 的 婴儿 安全 镜 ， 可以 看到 坐在 后座 上 小孩 的 情况 ， $5 。,3,baby,婴儿,的,the,the baby,的 婴儿,compound baby safety,nmod 婴儿 镜,55.486112208166300,0.000000000000000,-38.460042237323200,38.460042237323200,14.39314159,0.00004648,-9.97656551,9.97656551,NN,NN,2,4,17,15.8832966,-15.8832966,0.0000165,-4.7813487,4.7813487,7.21781,4.834352,11.3466367112887,12.7775346,-12.7775346,0.0001424,-3.8464212,3.8464212,3.905319,2,可以,23.977045822559,23.977045822559,21.2591409683228,13.2204523086548,,5,compound:nn,4.867811 0.493827 4.315778 3.262265 5.595251 0.9090373 1.701332 1.988565 3.980615 2.607078 1.908091 5.702544 1.243949 3.022742 0.5743639 10.51329 1.427697,3.183190364705880,10.402807236115900,,4,2,0,0,0.493827,4.315778
code-switch,CMU,1530,CMU_979,刚刚 email 你 想 商量 一下 价格,You just sent an email to discuss the price,刚刚 邮件 你 想 商量 一下 价格,2,email,邮件,刚刚,just,just email,刚刚 邮件,obj sent email,nsubj 邮件 一下,55.436058087896300,0.000000000000000,-38.425347364982700,38.425347364982700,18.2410044,0.0000032,-12.6437008,12.6437008,NN,NN,2,5,7,18.972222,-18.972222,0.000002,-5.711208,5.711208,7.1670523,4.8267264,19.2284625564727,5.0490075,-5.0490075,0.0302063,-1.5199027,1.5199027,4.7829504,1,你,23.8084323928971,23.8084323928971,17.9143996238709,0.751825571060181,,4,nmod:topic,5.086936 5.648571 4.391129 2.123267 6.260544 5.617311 4.713972,4.8345328571428600,7.630218513876140,8.9212026951917,5,2,0,0,5.086936,5.648571
code-switch,CMU,1536,CMU_3279,主要 参数 如下 ： screen size : 34 .,The main parameters are as follows: Screen Size: 34.,主要 参数 如下 ： 屏幕 大小 ： 34 。,5,screen,屏幕,：,:,: screen,： 屏幕,compound screen size,nmod 屏幕 大小,56.05441796173300,0.00000000000000,-38.85396176810400,38.85396176810400,14.8781358,0.0000332,-10.3127379,10.3127379,NN,NN,2,6,9,17.070668,-17.070668,0.000007,-5.138783,5.138783,7.870521,4.4952016,14.0099536948059,14.0099537,-14.0099537,0.0000606,-4.2174163,4.2174163,3.4162266,4,34,26.145304831301,24.2815281044586,20.8036737442017,15.3423767089844,,6,compound:nn,3.09185 5.901545 2.758988 0.04575749 6.91403 2.528451 2.586343 10.51329 1.427697,3.9742168322222200,11.319097967990100,11.319097967990100,6,1,0,1,2.758988,6.91403
code-switch,CMU,1538,CMU_3129,颜色 是 purple 的 ， 很 舒服 ， 非常 实用 ！,"The color is Purple, very comfortable, very practical!",颜色 是 紫色 的 ， 很 舒服 ， 非常 实用 ！,3,purple,紫色,是,is,is purple,是 紫色,root purple,advcl 紫色 实用,59.94698313330550,0.00000000000000,-41.55208234192530,41.55208234192530,16.0884694,0.0000144,-11.1516772,11.1516772,VV,NNP,2,6,11,7.6268958,-7.6268958,0.0050591,-2.2959244,2.2959244,6.914836,5.779628,26.8954593117603,26.89546,-26.89546,0.00000,-8.09634,8.09634,5.126311,2,的,13.4746582015958,22.9705879799386,27.7734203338623,7.62344884872437,,0,root,4.550694 1.762106 1.672098 0.5274264 1.683323 3.226393 3.751953 0.544068 4.075562 3.163018 5.273693,2.7482122181818200,12.012245148550000,12.012245148550000,6,0,1,0,1.762106,1.672098
