,sentence_length_zh,cs_back_word,word_freq_zh,cs_word_pos_zh,cs_word_length_zh,ngram_surp_zh,zh_word_index,cs_back_word_eng,word_freq_eng,cs_word_pos_eng,cs_word_length_eng,ngram_surp_eng_not_updated
359,5,见,8.550425415263220,VV,1,6.8863854,2,see,7.2389591903438,VB,3,5.5291753
360,25,也,5.753495111341640,AD,1,6.94559,19,also,6.95619717725742,RB,4,4.2201896
361,18,就,6.133440848420250,AD,1,7.2327523,12,it,5.35225838145451,PRP,2,4.3828855
362,19,进去,11.687777482185100,VV,2,7.239988,13,in,4.17803992334808,IN,2,3.537955
363,19,在,4.514607578933670,P,1,4.328849,3,in,4.17803992334808,IN,2,3.537955
364,17,即可,16.593904038094900,NN,2,7.1670523,15,can be,7.74464969738628,MD,6,4.4064207
365,19,仅,8.623431495548050,AD,1,7.2327523,13,only,6.82771105599543,RB,4,4.6925993
366,7,还,6.404130924023890,AD,1,7.1670523,1,also,6.95619717725742,RB,4,4.2201896
367,10,和,4.681213610519310,CC,1,3.4168775,3,and,3.774669967841,CC,3,3.2956455
368,25,之,6.013534801376360,PN,1,7.1670523,25,the,3.04312077096989,DT,3,3.469161
370,19,为,5.56764322539914,VC,1,4.904821,1,for,5.0696679208298,IN,3,3.7904503
371,17,碰到,24.01388396175680,VV,2,7.1670523,2,encounter,10.9743176801459,NNP,9,5.89457
372,5,厨房,11.582833448300200,NN,2,7.1807833,1,the kitchen,10.7545713702742,DT,11,3.469161
373,14,也,5.753495111341640,AD,1,6.8726544,5,also,6.95619717725742,RB,4,4.2201896
374,6,到,5.759027415452410,VV,1,4.4585123,1,to,3.92606293861701,IN,2,3.6630955
375,23,现在,7.626584107522520,NT,2,7.2327523,5,now,7.37399014799285,RB,3,5.044016
376,25,比,7.675160721864900,P,1,5.762279,1,than,6.70693408077032,IN,4,4.6707287
378,12,的,2.7277528723935400,DEG,1,4.1759996,9,the,3.04312077096989,DT,3,3.469161
380,32,的,2.7277528723935400,DEG,1,4.1897306,8,the,3.04312077096989,DT,3,3.469161
382,16,一,4.847867458993150,CD,1,5.611784,1,one,6.19078355147723,CD,3,4.579384
383,6,有,5.134998086658780,VE,1,5.2461543,2,there are,8.89715013134865,EX,9,4.6604314
384,8,里面,10.463452851034900,NN,2,7.198451,1,inside,9.46922123462188,RB,6,5.196686
385,8,里面,10.463452851034900,NN,2,7.198451,1,inside,9.46922123462188,RB,6,5.196686
386,12,的,2.7277528723935400,DEG,1,4.2073984,1,the,3.04312077096989,DT,3,3.469161
387,9,的,2.7277528723935400,DEG,1,4.1759996,4,the,3.04312077096989,DT,3,3.469161
388,13,以及,7.395731159472210,CC,2,4.5627704,5,as well as,8.64681847014489,RB,10,3.7662525
389,14,的,2.7277528723935400,DEG,1,4.1897306,3,the,3.04312077096989,DT,3,3.469161
390,9,共,8.791069301094870,AD,1,6.3962607,3,a total of,11.7216285726286,DT,10,3.7714994
391,8,那个,9.39155875603291,PN,2,6.8863854,5,the,3.04312077096989,DT,3,3.469161
393,9,哈,10.411897124407300,IJ,1,7.2105746,7,ha,11.3873781163582,UH,2,5.907904
394,6,有,5.134998086658780,VE,1,5.225617,1,there are,8.89715013134865,EX,9,4.6604314
395,23,只,7.58943631113663,AD,1,7.5221314,16,only,6.82771105599543,RB,4,4.6925993
396,8,基本,7.214326235943840,AD,2,7.870521,2,basic,9.41918516547413,NNP,5,5.918043
397,10,江浙,15.55580403483310,NR,2,7.1670523,1,jiangsu and zhejiang,18.8109084103882,NNP,20,8.248479
398,6,pn-19,24.01388396175680,NR,4,7.481098,5,pn-19,26.5982904368729,NNP,5,8.248479
400,9,全,7.4216633733223800,VA,1,6.8726544,6,all,6.19945186751629,DT,3,4.6611304
401,21,小,7.703771653739700,JJ,1,6.451483,5,small,7.97754260686666,JJ,5,5.396529
403,10,是,4.463178522257190,VC,1,4.2973504,7,is,4.77847604462531,VBZ,2,3.561916
404,12,卫生间,12.958432945055500,NN,3,7.1670523,10,toilet,12.0223465491507,NN,6,6.55797
405,22,的,2.7277528723935400,DEG,1,4.1759996,13,the,3.04312077096989,DT,3,3.469161
406,19,非常,8.291759627895480,AD,2,7.1598167,2,very,7.23128265341125,RB,4,5.1751757
407,11,门房,14.580160067261800,NN,2,7.1807833,3,the porter,13.8767270661036,DT,10,3.469161
408,10,很,6.723622818117740,AD,1,7.1807833,2,very,7.23128265341125,RB,4,5.1751757
409,5,330,12.30554797545090,CD,3,5.881511,3,330,11.545498418635,CD,3,6.434769
410,7,750,12.509041072979900,CD,3,7.3812118,7,750,12.0851492639778,CD,3,6.0414915
411,21,一,4.847867458993150,CD,1,5.594116,11,one,6.19078355147723,CD,3,4.579384
412,11,有,5.134998086658780,VE,1,5.225617,4,there are,8.89715013134865,EX,9,4.6604314
414,12,空,10.61937051132340,NN,1,6.6841683,8,empty,10.1973958917949,JJ,5,6.0589046
415,7,位于,10.632003446027900,VV,2,6.315496,3,located in the,12.0304698502855,VBN,14,5.2896028
416,30,得很,24.01388396175680,VV,2,7.1807833,5,very,7.23128265341125,RB,4,5.1751757
418,10,在,4.514607578933670,P,1,4.328849,6,in,4.17803992334808,IN,2,3.537955
419,13,沙发,13.039566501565000,NN,2,7.239988,8,the sofa,12.5582580778172,DT,8,3.469161
421,15,还有,15.886184108939000,CC,2,6.4618325,8,there are,8.89715013134865,EX,9,4.6604314
422,9,大概,10.261915088603200,AD,2,7.1670523,6,probably,8.80467966173474,RB,8,5.5031157
425,11,有,5.134998086658780,VE,1,5.225617,2,there are,8.89715013134865,EX,9,4.6604314
427,17,是,4.463178522257190,VC,1,4.328749,1,is,4.77847604462531,VBZ,2,3.561916
428,27,几乎,8.899686961194130,AD,2,7.1670523,12,almost,8.40746827718783,RB,6,5.1832557
429,19,共,8.791069301094870,AD,1,4.5230193,8,a total of,11.7216285726286,DT,10,3.7714994
430,14,公寓,11.959774390608500,NN,2,7.8777566,2,apartment,10.6919116215208,NN,9,6.1008515
434,13,很,6.723622818117740,AD,1,7.239988,8,very,7.23128265341125,RB,4,5.1751757
435,18,软件,9.783612304277090,NN,2,7.1807833,4,software,10.4775236565591,NN,8,5.734548
436,20,签,11.418048851845700,VV,1,7.2138476,14,sign,9.68312642504317,NN,4,5.8428755
437,11,的,2.7277528723935400,DEG,1,4.1897306,3,the,3.04312077096989,DT,3,3.469161
440,6,均可,24.01388396175680,AD,2,7.1670523,6,all can,14.0061258027824,DT,7,4.6611304
441,25,两,6.622455166510390,CD,1,7.1875896,7,two,6.91821671445168,CD,3,4.6764927
442,9,我,5.742656255517170,PN,1,6.3825297,6,i,5.34354985959046,PRP,1,5.134548
443,26,位,7.699657705968430,NN,1,6.315496,26,position,8.59815391151608,NN,8,5.299539
444,14,有,5.134998086658780,VE,1,5.2570157,1,there are,8.89715013134865,EX,9,4.6604314
446,4,么,9.140191172573130,IJ,1,7.203531,4,?,6.31199790469147,.,1,4.6863203
447,20,一,4.847867458993150,CD,1,5.625069,6,one,6.19078355147723,CD,3,4.579384
448,18,给,7.402959482225370,VV,1,6.8726544,13,to,3.92606293861701,IN,2,3.6630955
449,8,多伦多,13.405123048862900,NR,3,7.583359,3,toronto,11.6068800591982,NNP,7,8.248479
450,17,还,6.404130924023890,AD,1,7.1670523,2,also,6.95619717725742,RB,4,4.2201896
452,36,带,8.0481569294404,VV,1,7.1598167,5,with,5.23475568811001,IN,4,3.848862
453,7,联系,7.951912412664680,NN,2,7.1670523,2,contact,9.63270452975096,NN,7,5.744354
454,13,齐全,11.122789557679300,VA,2,7.1670523,6,complete,9.06427012025517,JJ,8,5.3779106
455,9,2,7.273896290915890,CD,1,3.9528875,7,2,7.06741139205371,LS,1,3.2849693
456,16,很大,11.68006474848410,AD,2,7.1807833,16,a large,9.20594936931939,DT,7,3.7714994
457,34,还有,15.886184108939000,CC,2,6.4618325,24,there are,8.89715013134865,EX,9,4.6604314
458,10,过来,10.408244179394100,VV,2,7.1670523,5,to come over,13.8637565925255,TO,12,3.6630955
459,27,的,2.7277528723935400,DEG,1,4.1897306,17,the,3.04312077096989,DT,3,3.469161
461,25,的,2.7277528723935400,DEG,1,4.1759996,1,the,3.04312077096989,DT,3,3.469161
462,13,生活,6.89528478431579,NN,2,6.94559,7,life,7.43268528533737,NN,4,5.2900224
464,4,人,5.359821963071100,NN,1,7.3514414,4,people,7.38550217069194,NNS,6,4.9459586
465,20,一,4.847867458993150,CD,1,5.320925,0,one,6.19078355147723,CD,3,4.579384
466,20,全,7.4216633733223800,VA,1,6.8726544,4,all,6.19945186751629,DT,3,4.6611304
467,11,不,5.309630429407180,AD,1,2.563988,7,don't,14.509010067963,VB,5,8.248479
468,15,但,6.310811814182770,AD,1,5.8907514,6,but,6.10856660828745,CC,3,4.4002748
469,10,带,8.0481569294404,VV,1,7.2327523,6,with,5.23475568811001,IN,4,3.848862
471,11,的,2.7277528723935400,DEG,1,4.1759996,4,the,3.04312077096989,DT,3,3.469161
472,11,需要,7.1858030399017700,VV,2,6.2199664,4,need to be,10.9230669448563,VBP,10,5.655355
473,6,都,6.185283294221550,AD,1,7.1807833,3,all,6.19945186751629,DT,3,4.6611304
475,6,从,6.377483472434710,P,1,5.668829,3,from,5.68258953417454,IN,4,3.9717555
476,27,一,4.847867458993150,CD,1,5.594116,15,one,6.19078355147723,CD,3,4.579384
478,19,两,6.622455166510390,CD,1,7.239988,8,two,6.91821671445168,CD,3,4.6764927
479,11,使用,7.508698057738540,VV,2,5.251633,5,use,7.57250543575681,NN,3,4.9612117
480,17,可以,6.39906961183706,VV,2,7.2327523,6,can,6.37274445896951,MD,3,4.4064207
481,7,你,6.96104287928241,PN,1,6.558925,2,you,5.92631125854662,PRP,3,5.1347985
482,9,34,10.56098737747800,CD,2,5.8622127,7,34,9.70313242079242,CD,2,5.214419
483,11,的,2.7277528723935400,DEG,1,4.1897306,3,the,3.04312077096989,DT,3,3.469161
484,19,定期,10.173031246104700,VA,2,7.1670523,13,on a regular basis,13.3171675878853,IN,18,3.9236827
485,12,丢,12.609234369080900,VV,1,7.239988,4,lost,8.97285741972861,VBN,4,5.0584335
486,24,确实,9.543542505506780,AD,2,7.1670523,2,indeed,9.21281972450468,RB,6,6.197511
487,13,就,6.133440848420250,AD,1,7.1598167,2,it,5.35225838145451,PRP,2,4.3828855
488,6,写,8.325828425912810,VV,1,6.5755897,0,write,9.34822902685105,VB,5,5.990983
489,6,必备,17.53383939983010,VV,2,7.2750616,5,necessary,8.53655947949577,JJ,9,5.742482
491,21,现,7.970323943616740,AD,1,6.8726544,7,now,7.37399014799285,RB,3,5.044016
493,6,了,4.559665786076210,SP,1,6.6841683,4,the,3.04312077096989,DT,3,3.469161
494,10,可以,6.39906961183706,VV,2,7.1598167,7,can,6.37274445896951,MD,3,4.4064207
495,11,出售,10.32566260520800,VV,2,7.1598167,4,sell,10.1407619362365,VB,4,6.2010756
497,15,很好,12.770159075693100,AD,2,4.239819,15,very good,11.1739285384743,RB,9,5.1751757
499,5,还,6.404130924023890,AD,1,7.1670523,1,also,6.95619717725742,RB,4,4.2201896
501,8,打开,10.117268183862000,VV,2,7.1598167,6,open the,11.1936642727805,VB,8,5.386791
502,17,换,10.221164151075800,VV,1,7.239988,5,in,4.17803992334808,IN,2,3.537955
504,8,用,7.056989652233060,VV,1,3.2723477,3,with,5.23475568811001,IN,4,3.848862
505,14,里,7.390168654596740,LC,1,6.6841683,5,in the,5.50634555210565,IN,6,3.537955
508,7,毫无,17.904636378992400,VV,2,7.279415,7,there is no,9.67716597037657,EX,11,4.6604314
510,5,联系,7.951912412664680,NN,2,7.1670523,2,contact,9.63270452975096,NN,7,5.744354
512,18,做,7.3055351346820200,VV,1,6.1604376,15,do,6.72838288095381,VB,2,4.9287524
514,13,的,2.7277528723935400,DEG,1,4.1759996,3,the,3.04312077096989,DT,3,3.469161
515,14,另,7.8635213343132200,AD,1,6.94559,6,on the other,9.89243523249112,IN,12,3.9236827
516,14,是,4.463178522257190,VC,1,4.2973504,1,is,4.77847604462531,VBZ,2,3.561916
517,5,出售,10.32566260520800,VV,2,7.1598167,2,sell,10.1407619362365,VB,4,6.2010756
518,13,的,2.7277528723935400,DEG,1,4.1759996,4,the,3.04312077096989,DT,3,3.469161
519,7,是,4.463178522257190,VC,1,4.339873,4,is,4.77847604462531,VBZ,2,3.561916
520,12,里,7.390168654596740,LC,1,6.6841683,1,in the,5.50634555210565,IN,6,3.537955
522,10,可以,6.39906961183706,VV,2,7.1598167,4,can,6.37274445896951,MD,3,4.4064207
523,14,定期,10.173031246104700,VA,2,7.239988,8,on a regular basis,13.3171675878853,IN,18,3.9236827
524,3,一下,9.155342537774730,AD,2,7.242259,1,the,3.04312077096989,DT,3,3.469161
525,10,一,4.847867458993150,CD,1,5.320925,0,one,6.19078355147723,CD,3,4.579384
526,11,我,5.742656255517170,PN,1,6.3962607,5,i,5.34354985959046,PRP,1,5.134548
527,10,一下,9.155342537774730,AD,2,7.1670523,7,the,3.04312077096989,DT,3,3.469161
528,4,音响,11.663096442500200,NN,2,7.1670523,2,the stereo,14.7307792087833,DT,10,3.469161
531,10,定期,10.173031246104700,VA,2,7.239988,4,on a regular basis,13.3171675878853,IN,18,3.9236827
532,13,支付,9.359519810370820,VV,2,7.1598167,11,pay,9.09106462447994,VB,3,5.721225
533,10,32g,24.01388396175680,CD,3,7.239988,4,32g,18.1662194988735,CD,3,8.248479
534,11,其他,7.2840826115732900,PN,2,6.534768,6,other,6.63834182599954,JJ,5,4.9829736
536,14,另外,8.85009378330317,AD,2,7.2327523,4,in addition,9.69766953120349,IN,11,3.537955
537,9,要,6.154497896789040,VV,1,7.1598167,6,to,3.92606293861701,IN,2,3.6630955
539,12,时,6.395859819953040,NN,1,5.8380275,5,when,6.68046245655152,WRB,4,4.3550186
540,9,没有,6.413713221508590,AD,2,7.1735477,4,there is no,9.67716597037657,EX,11,4.6604314
542,15,以及,7.395731159472210,CC,2,4.5627704,8,as well as,8.64681847014489,RB,10,3.7662525
543,6,还在,24.01388396175680,AD,2,6.558925,5,also in the,12.1579067211265,RB,11,4.2201896
544,12,住,8.394525626787180,VV,1,7.239988,4,live,8.94444586880191,VB,4,5.3068337
545,17,刚,10.750470775980700,AD,1,7.8777566,2,just,7.6163168149443,RB,4,4.964801
546,28,的,2.7277528723935400,DEG,1,4.1759996,4,the,3.04312077096989,DT,3,3.469161
547,6,在,4.514607578933670,P,1,4.34258,3,in,4.17803992334808,IN,2,3.537955
549,23,然后,8.564008954910840,AD,2,7.2327523,10,then,7.13528944526646,RB,4,4.5970745
550,40,方便,9.902290219710170,VA,2,7.2576556,16,convenient,10.7703336070369,JJ,10,6.6237617
551,20,我,5.742656255517170,PN,1,6.3825297,5,i,5.34354985959046,PRP,1,5.134548
552,13,的,2.7277528723935400,DEG,1,4.1759996,6,the,3.04312077096989,DT,3,3.469161
553,15,相当,8.380506226133680,AD,2,7.1670523,8,quite a,11.1399052561542,PDT,7,5.727193
555,9,只,7.58943631113663,AD,1,7.1670523,9,only,6.82771105599543,RB,4,4.6925993
556,8,回帖,17.950098753069200,VV,2,7.1670523,6,return card,18.3432415341206,NN,11,5.2833333
557,15,问题,6.273012781145630,NN,2,7.1598167,13,the problem,9.8561495899371,DT,11,3.469161
558,9,高清,15.385686212297600,NR,2,7.1598167,2,hd,13.549261484733,NNP,2,8.248479
560,7,卖,10.646091216899200,VV,1,7.1670523,2,sell,10.1407619362365,VB,4,6.2010756
561,14,可,7.093452252120850,AD,1,6.3962607,2,can be,7.74464969738628,MD,6,4.4064207
562,7,一,4.847867458993150,CD,1,5.580385,4,one,6.19078355147723,CD,3,4.579384
563,20,除了,8.803073464888810,P,2,6.279594,9,in addition to,10.6299249008521,IN,14,3.537955
564,4,啦,11.950556453907400,IJ,1,7.1670523,2,!,7.11851720879578,.,1,4.7089534
565,16,以上,7.95570690690971,PN,2,6.558925,7,the above,10.3841904834328,DT,9,3.469161
566,11,特性,10.167161599579800,NN,2,7.2327523,5,features,9.65250722817631,NNS,8,5.126827
567,8,就,6.133440848420250,AD,1,7.1735477,5,it,5.35225838145451,PRP,2,4.3828855
568,19,而,6.001590039965290,AD,1,5.3139744,9,while,7.81213015839687,IN,5,4.549797
569,25,准备,8.480319141685060,VV,2,7.269732,15,to prepare,11.177953583654,TO,10,3.6630955
570,18,列,8.997397084446850,VV,1,7.275574,18,column,10.0467858358695,NNP,6,5.829086
571,9,有,5.134998086658780,VE,1,5.225617,5,there are,8.89715013134865,EX,9,4.6604314
572,7,超级,11.394715396955500,VA,2,7.239988,5,super,11.9500664272899,NNP,5,6.0786963
574,12,都,6.185283294221550,AD,1,7.1807833,5,all,6.19945186751629,DT,3,4.6611304
575,17,要,6.154497896789040,VV,1,7.1598167,6,to,3.92606293861701,IN,2,3.6630955
577,33,上路,13.521832268853100,VV,2,7.1670523,14,on the road,11.7110955827654,IN,11,3.9236827
578,24,有,5.134998086658780,VE,1,5.225617,3,there are,8.89715013134865,EX,9,4.6604314
579,9,我,5.742656255517170,PN,1,6.3962607,5,i,5.34354985959046,PRP,1,5.134548
580,20,有,5.134998086658780,VE,1,5.2985525,9,there are,8.89715013134865,EX,9,4.6604314
581,8,吗,8.759761060956490,IJ,1,7.1735477,6,?,6.31199790469147,.,1,4.6863203
582,8,的,2.7277528723935400,DEG,1,4.1897306,5,the,3.04312077096989,DT,3,3.469161
583,4,各位,11.60570347213930,PN,2,7.5237536,3,with all of you,16.5118148829997,IN,15,3.848862
584,7,校区,14.871073246574200,NN,2,7.1807833,5,campus,11.266367318487,NN,6,5.7883983
585,4,已,7.390917240248650,AD,1,7.1670523,2,has,6.43958450363465,VBZ,3,4.137306
588,12,是,4.463178522257190,VC,1,4.2973504,4,is,4.77847604462531,VBZ,2,3.561916
589,8,要,6.154497896789040,VV,1,7.3416157,1,to,3.92606293861701,IN,2,3.6630955
590,12,需要,7.1858030399017700,VV,2,6.2199664,8,need to be,10.9230669448563,VBP,10,5.655355
592,12,现,7.970323943616740,AD,1,6.94559,5,now,7.37399014799285,RB,3,5.044016
593,7,以后,7.854124814440210,AD,2,7.1598167,4,after,7.32569328019921,IN,5,4.398968
594,10,好,6.901947304013090,VA,1,6.6318607,7,good,7.5310626578725,JJ,4,5.420873
597,12,时间,7.460746407083130,NN,2,6.119012,6,time,6.73979175205584,NN,4,5.1471176
598,12,今年,9.162581291240540,NT,2,7.2327523,6,this year,11.4833740841381,DT,9,4.6803675
599,12,商量,11.535820459518400,VV,2,7.1807833,7,to discuss,11.1238941138677,TO,10,3.6630955
600,7,和,4.681213610519310,CC,1,3.581009,4,and,3.774669967841,CC,3,3.2956455
602,8,采光,16.07829657616760,NN,2,7.239988,5,daylighting,16.5102338550024,VBG,11,8.154013
603,7,有,5.134998086658780,VE,1,5.239348,2,there are,8.89715013134865,EX,9,4.6604314
604,34,有,5.134998086658780,VE,1,5.2985525,6,there are,8.89715013134865,EX,9,4.6604314
606,13,和,4.681213610519310,CC,1,3.4168775,10,and,3.774669967841,CC,3,3.2956455
608,4,新生,10.786600365611100,NN,2,7.1598167,4,new,7.45294569624115,NNP,3,5.183279
609,10,电视,8.939095134610090,NN,2,7.0027795,3,tv,10.5905293181749,NN,2,7.7597656
610,31,等等,16.634875834128500,ETC,2,6.4755635,23, etc.,9.25631012496413,_SP,5,6.8643036
611,15,比较,7.593600925904000,AD,2,7.1735477,6,to compare,11.8168083319933,TO,10,3.6630955
614,8,咨询,9.570713460926070,NN,2,7.529367,7,consulting,11.8946133508047,NN,10,6.42268
615,20,或者,7.832806844992630,CC,2,5.0177016,15,or,5.5796259385765,CC,2,3.9497473
616,13,床,11.770828682629100,NN,1,7.21781,11,the bed,10.8471343743836,DT,7,3.469161
617,17,一,4.847867458993150,CD,1,5.653321,7,one,6.19078355147723,CD,3,4.579384
618,13,不,5.309630429407180,AD,1,6.2199664,2,don't,14.509010067963,VB,5,8.248479
619,15,可,7.093452252120850,AD,1,3.2731566,8,can be,7.74464969738628,MD,6,4.4064207
620,18,房东,15.21951368253390,NN,2,7.239988,3,the landlord,12.5522294265381,DT,12,3.469161
621,6,签约,12.012304865045800,VV,2,7.1735477,4,signing,12.0864901413575,NN,7,6.043696
624,5,房间,10.717802599032700,NN,2,8.224234,3,the room,9.86368672431331,DT,8,3.469161
625,12,在,4.514607578933670,P,1,4.34258,4,in,4.17803992334808,IN,2,3.537955
626,7,起,7.4927292950102300,VV,1,6.6841683,2,since,8.17223562910398,IN,5,4.5626063
627,12,签约,12.012304865045800,VV,2,7.1735477,10,signing,12.0864901413575,NN,7,6.043696
629,6,联系,7.951912412664680,NN,2,7.1670523,2,contact,9.63270452975096,NN,7,5.744354
630,6,桌子,11.832662566399300,NN,2,7.1598167,1,the table,10.0281810716712,DT,9,3.469161
631,9,自行车,11.022363024025000,NN,3,7.2331753,6,the bicycle,14.3299004852779,DT,11,3.469161
632,10,闲暇,12.59906758989690,NR,2,7.239988,2,leisure,11.3834488654205,NN,7,6.4197097
633,7,拎包,17.339322569942400,NR,2,7.1807833,5,the bag,12.4036464258875,DT,7,3.469161
634,7,签,11.418048851845700,VV,1,7.1807833,4,sign,9.68312642504317,NN,4,5.8428755
635,13,卫生间,12.958432945055500,NN,3,7.1670523,9,toilet,12.0223465491507,NN,6,6.55797
636,7,是,4.463178522257190,VC,1,4.2973504,1,is,4.77847604462531,VBZ,2,3.561916
637,6,拎包,17.339322569942400,NR,2,7.239988,3,the bag,12.4036464258875,DT,7,3.469161
638,13,一,4.847867458993150,CD,1,5.594116,4,one,6.19078355147723,CD,3,4.579384
639,14,1,6.578185937864010,CD,1,3.9750922,12,1,6.47581739747594,CD,1,3.5632582
640,27,的,2.7277528723935400,DEG,1,4.1897306,6,the,3.04312077096989,DT,3,3.469161
641,14,还,6.404130924023890,AD,1,7.240411,10,also,6.95619717725742,RB,4,4.2201896
642,12,的,2.7277528723935400,DEG,1,4.1897306,8,the,3.04312077096989,DT,3,3.469161
643,12,等等,16.634875834128500,ETC,2,6.4618325,10, etc.,9.25631012496413,_SP,5,6.8643036
644,5,1,6.578185937864010,CD,1,3.9021566,3,1,6.47581739747594,CD,1,3.5632582
645,13,请,9.09378964655144,VV,1,7.239988,7,please,10.1736513378286,UH,6,6.6739063
647,11,还,6.404130924023890,AD,1,7.1670523,4,also,6.95619717725742,RB,4,4.2201896
649,12,人,5.359821963071100,NN,1,5.7859807,3,people,7.38550217069194,NNS,6,4.9459586
650,17,而,6.001590039965290,AD,1,5.3139744,11,while,7.81213015839687,IN,5,4.549797
652,9,的,2.7277528723935400,DEG,1,4.1759996,3,the,3.04312077096989,DT,3,3.469161
653,7,大部分,16.525031006023300,CD,3,7.1598167,2,most of the,9.95241146017054,JJS,11,5.083103
654,6,了,4.559665786076210,SP,1,6.6841683,4,the,3.04312077096989,DT,3,3.469161
655,9,签,11.418048851845700,VV,1,7.1807833,4,sign,9.68312642504317,NN,4,5.8428755
656,3,12,7.818769215791940,CD,2,3.0130775,3,12,8.4097990721491,CD,2,4.07037
658,7,一,4.847867458993150,CD,1,5.320925,0,one,6.19078355147723,CD,3,4.579384
659,11,去,7.644150990208440,VV,1,6.315496,8,go to the,10.9710351193298,VB,9,5.4845552
660,10,安静,11.606647560520500,VA,2,7.239988,7,quiet,10.0341614114725,NNP,5,6.242342
661,17,隔壁,13.179532385497000,NN,2,7.239988,9,next door,12.6005091567401,JJ,9,5.3884034
662,18,的,2.7277528723935400,DEG,1,4.1759996,6,the,3.04312077096989,DT,3,3.469161
663,27,基本上,12.947558148253300,AD,3,7.1807833,6,basically,11.606701121299,RB,9,6.416759
665,19,我,5.742656255517170,PN,1,7.093234,4,i,5.34354985959046,PRP,1,5.134548
666,8,主要,6.78644602829667,AD,2,7.1598167,2,the main,9.76478809670396,DT,8,3.469161
667,10,招,11.70500205224550,NN,1,7.1670523,2,recruit,12.5500781528324,NNP,7,6.42268
668,19,我,5.742656255517170,PN,1,6.4554653,3,i,5.34354985959046,PRP,1,5.134548
669,9,说,5.996741253909140,VV,1,6.4755635,4,said,6.92906461580719,VBD,4,4.575628
671,16,负责,8.319057220187180,VV,2,7.1598167,14,to be responsible for the,26.5982904368729,TO,25,3.6630955
672,17,我,5.742656255517170,PN,1,6.4554653,7,i,5.34354985959046,PRP,1,5.134548
673,9,你,6.96104287928241,PN,1,6.558925,2,you,5.92631125854662,PRP,3,5.1347985
674,16,能,6.854115083559210,VV,1,6.3962607,4,can,6.37274445896951,MD,3,4.4064207
676,9,不,5.309630429407180,AD,1,6.2062354,3,don't,14.509010067963,VB,5,8.248479
678,9,续签,15.695385641252400,VV,2,7.1807833,4,to renew,12.900205103587,TO,8,3.6630955
679,11,二,6.216225093655350,CD,1,6.871142,2,two,6.91821671445168,CD,3,4.6764927
680,10,一,4.847867458993150,CD,1,5.580385,6,one,6.19078355147723,CD,3,4.579384
681,12,地址,10.263591622538800,NN,2,6.315496,9,address,9.7250737764805,NN,7,5.8216195
682,7,需要,7.1858030399017700,VV,2,6.2062354,4,need to be,10.9230669448563,VBP,10,5.655355
683,5,如何,8.117585893335180,VA,2,7.1807833,3,how to,9.50074932740502,WRB,6,5.2569203
684,14,所以,7.602624788977460,AD,2,6.1919475,5,so,6.57704816326837,CC,2,4.6290755
688,5,男,11.067444251360600,NN,1,6.3884315,3,male,9.72692513312365,NN,4,5.6017594
691,16,发布,9.576411854203210,VV,2,6.132743,7,release,10.232077451786,NNP,7,5.3979096
695,28,银行,7.6112510781757700,NN,2,6.94559,15,bank,9.69683283969761,NNP,4,5.86212
696,9,是啥,24.01388396175680,VC,2,7.1807833,7,what is,9.37494013996069,WP,7,5.083028
698,11,旁边,11.151582301717300,NN,2,7.1670523,2,beside,10.2180731662676,IN,6,5.914329
700,6,有,5.134998086658780,VE,1,5.225617,1,there are,8.89715013134865,EX,9,4.6604314
701,16,的,2.7277528723935400,DEG,1,4.1759996,2,the,3.04312077096989,DT,3,3.469161
702,15,居住,9.552544271496520,VV,2,6.8726544,13,live,8.94444586880191,VB,4,5.3068337
703,3,免费,11.06351960234350,VA,2,6.6841683,1,free,8.56122073525444,JJ,4,5.362735
704,12,第二,13.869648723958100,OD,2,7.1598167,2,the second,9.1333601445078,DT,10,3.469161
705,19,和,4.681213610519310,CC,1,3.4168775,14,and,3.774669967841,CC,3,3.2956455
706,10,去,7.644150990208440,VV,1,6.315496,2,go to the,10.9710351193298,VB,9,5.4845552
709,10,至,7.735317417095000,VV,1,4.456789,8,to,3.92606293861701,IN,2,3.6630955
710,5,社区,9.430183224067160,NN,2,7.1670523,1,community,8.96533288485245,NN,9,5.362735
711,20,报价,12.409035866436200,NN,2,8.200497,14,offer,9.57192614514338,NN,5,5.708377
712,8,联系,7.951912412664680,NN,2,7.1807833,4,contact,9.63270452975096,NN,7,5.744354
713,6,7,7.863601895795810,CD,1,4.3544917,4,7,8.15301004074845,CD,1,4.0576286
716,15,的,2.7277528723935400,DEG,1,4.1759996,12,the,3.04312077096989,DT,3,3.469161
717,7,智能,11.031313827217500,NN,2,7.1598167,2,smart,11.4240126876936,NNP,5,6.410918
718,15,的,2.7277528723935400,DEG,1,4.1759996,5,the,3.04312077096989,DT,3,3.469161
720,6,学生,7.854492732436740,NN,2,7.1735477,3,students,8.82140026024984,NNS,8,5.343686
722,30,两,6.622455166510390,CD,1,7.239988,13,two,6.91821671445168,CD,3,4.6764927
723,16,的,2.7277528723935400,DEG,1,4.1759996,6,the,3.04312077096989,DT,3,3.469161
725,13,床,11.770828682629100,NN,1,7.21781,6,the bed,10.8471343743836,DT,7,3.469161
726,27,厨房,11.582833448300200,NN,2,7.239988,20,the kitchen,10.7545713702742,DT,11,3.469161
727,8,住户,12.574282161205400,NN,2,7.21781,5,residents,10.8543596478103,NNS,9,5.519938
